Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
40480572,443226002,Fatigue impact scale,Staging / Scales,Measurement,SNOMED,Valid,Standard,4728,40480572,443226002,Fatigue impact scale,SNOMED,No,
3025891,22637-3,Pathology report final diagnosis Narrative,Clinical Observation,Measurement,LOINC,Valid,Standard,4725,3025891,22637-3,Pathology report final diagnosis Narrative,LOINC,No,
3027003,27112-2,Microscopic observation [Identifier] in Body fluid by Gram stain,Lab Test,Measurement,LOINC,Valid,Standard,4718,3027003,27112-2,Microscopic observation [Identifier] in Body fluid by Gram stain,LOINC,No,
4193432,312466004,Urine opiate measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4709,3002364,8220-6,Opiates [Mass/volume] in Urine,LOINC,Yes,Is a
37175045,1251445000,Metastatic neuroblastoma to abdominothoracic structure,Clinical Observation,Measurement,SNOMED,Valid,Standard,4701,704985,OMOP5117516,Metastasis to abdomen,Cancer Modifier,Yes,Maps to
3051205,38459-4,Crystals [#/area] in Urine sediment by Microscopy high power field,Lab Test,Measurement,LOINC,Valid,Standard,4695,3051205,38459-4,Crystals [#/area] in Urine sediment by Microscopy high power field,LOINC,No,
44806428,791911000000107,pH of umbilical cord venous blood,Clinical Observation,Measurement,SNOMED,Valid,Standard,4681,3022670,28647-6,pH of Venous cord blood,LOINC,Yes,Is a
3012475,626-2,Bacteria identified in Throat by Culture,Lab Test,Measurement,LOINC,Valid,Standard,4674,3012475,626-2,Bacteria identified in Throat by Culture,LOINC,No,
35918597,970,TNM Clin Stage Group,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4667,35918597,970,TNM Clin Stage Group,NAACCR,No,
3002109,11054-4,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard,4663,3002109,11054-4,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,LOINC,No,
4013180,113058009,Cancer antigen 15-3 measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4662,3006588,6875-9,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,LOINC,Yes,Subsumes
3030405,50231-0,Hyaline casts [Presence] in Urine by Automated,Lab Test,Measurement,LOINC,Valid,Standard,4655,3030405,50231-0,Hyaline casts [Presence] in Urine by Automated,LOINC,No,
4251322,73668004,"Calcium measurement, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,4650,3006661,17862-4,Calcium [Mass/volume] in Urine,LOINC,Yes,Subsumes
37172337,50661000237100,Influenza A virus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,4643,37020995,92977-8,Influenza virus A RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Is a
37172641,53671000237103,tTG (tissue transglutaminase) IgA antibody arbitrary concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,4625,3046538,46128-5,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,Yes,Subsumes
35918231,501,Casefinding Source,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4613,35918231,501,Casefinding Source,NAACCR,No,
35918746,950,TNM Clin N,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4609,35918746,950,TNM Clin N,NAACCR,No,
40765039,62291-0,"1,25-Dihydroxyvitamin D2 [Mass/volume] in Serum or Plasma",Lab Test,Measurement,LOINC,Valid,Standard,4589,40765039,62291-0,"1,25-Dihydroxyvitamin D2 [Mass/volume] in Serum or Plasma",LOINC,No,
35918562,940,TNM Clin T,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4582,35918562,940,TNM Clin T,NAACCR,No,
35918383,960,TNM Clin M,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4576,35918383,960,TNM Clin M,NAACCR,No,
3028967,49503-6,Neutrophil cytoplasmic Ab.perinuclear.atypical [Titer] in Serum by Immunofluorescence,Lab Test,Measurement,LOINC,Valid,Standard,4576,3028967,49503-6,Neutrophil cytoplasmic Ab.perinuclear.atypical [Titer] in Serum by Immunofluorescence,LOINC,No,
36304114,89578-9,Troponin I.cardiac [Interpretation] in Serum or Plasma Qualitative by High sensitivity method,Lab Test,Measurement,LOINC,Valid,Standard,4562,36304114,89578-9,Troponin I.cardiac [Interpretation] in Serum or Plasma Qualitative by High sensitivity method,LOINC,No,
37171515,3601000237103,IgG antibody subclass 4 mass concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,4562,3024980,2469-5,IgG subclass 4 [Mass/volume] in Serum,LOINC,Yes,Subsumes
4229096,40675008,Serologic test for syphilis,Clinical Observation,Measurement,SNOMED,Valid,Standard,4560,3019832,22587-0,Treponema pallidum Ab [Presence] in Serum,LOINC,Yes,Is a
40761544,58443-3,Other cells [#/volume] in Blood by Automated count,Lab Test,Measurement,LOINC,Valid,Standard,4550,40761544,58443-3,Other cells [#/volume] in Blood by Automated count,LOINC,No,
35918286,910,TNM Path Stage Group,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4535,35918286,910,TNM Path Stage Group,NAACCR,No,
3023227,24343-6,Gas and Carbon monoxide panel - Blood,Lab Test,Measurement,LOINC,Valid,Standard,4530,3023227,24343-6,Gas and Carbon monoxide panel - Blood,LOINC,No,
1002174,94086-6,Wound shape,Clinical Observation,Measurement,LOINC,Valid,Standard,4503,1002174,94086-6,Wound shape,LOINC,No,
4246879,61167004,Thyroid stimulating hormone measurement,Procedure,Measurement,SNOMED,Valid,Standard,4487,4246879,61167004,Thyroid stimulating hormone measurement,SNOMED,No,
3008652,23869-1,Hepatitis B virus DNA [Mass/volume] (viral load) in Serum by Probe,Lab Test,Measurement,LOINC,Valid,Standard,4473,3008652,23869-1,Hepatitis B virus DNA [Mass/volume] (viral load) in Serum by Probe,LOINC,No,
3035822,38199-6,Intrinsic PEEP Respiratory system,Clinical Observation,Measurement,LOINC,Valid,Standard,4445,3035822,38199-6,Intrinsic PEEP Respiratory system,LOINC,No,
3035794,35462-1,SMN1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,Lab Test,Measurement,LOINC,Valid,Standard,4444,3035794,35462-1,SMN1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,No,
4219426,39966003,Thyroglobulin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4428,3036535,3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma,LOINC,Yes,Is a
3048918,48952-6,Histoplasma capsulatum Ag [Mass/volume] in Urine,Lab Test,Measurement,LOINC,Valid,Standard,4422,3048918,48952-6,Histoplasma capsulatum Ag [Mass/volume] in Urine,LOINC,No,
3024098,14563-1,Hemoglobin.gastrointestinal [Presence] in Stool --1st specimen,Lab Test,Measurement,LOINC,Valid,Standard,4419,3024098,14563-1,Hemoglobin.gastrointestinal [Presence] in Stool --1st specimen,LOINC,No,
3046175,43231-0,Histone Ab [Units/volume] in Serum by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,4415,3046175,43231-0,Histone Ab [Units/volume] in Serum by Immunoassay,LOINC,No,
3028271,19239-3,Lactate [Moles/volume] in Capillary blood,Lab Test,Measurement,LOINC,Valid,Standard,4397,3028271,19239-3,Lactate [Moles/volume] in Capillary blood,LOINC,No,
4097313,25164004,"Ketone bodies measurement, quantitative",Clinical Observation,Measurement,SNOMED,Valid,Standard,4386,3032459,49779-2,Ketones [Mass/volume] in Urine,LOINC,Yes,Is a
3016727,611-4,Bacteria identified in Body fluid by Culture,Lab Test,Measurement,LOINC,Valid,Standard,4385,3016727,611-4,Bacteria identified in Body fluid by Culture,LOINC,No,
4012918,11274001,Lactate dehydrogenase measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4372,3008338,2529-6,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid,LOINC,Yes,Subsumes
4319466,9564003,"Complete blood count with white cell differential, automated",Procedure,Measurement,SNOMED,Valid,Standard,4358,4319466,9564003,"Complete blood count with white cell differential, automated",SNOMED,No,
4273104,64411004,Hepatitis C antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4357,3002302,5199-5,Hepatitis C virus Ab [Presence] in Serum by Immunoblot,LOINC,Yes,Subsumes
3004806,7902-0,Helicobacter pylori IgG Ab [Units/volume] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,4336,3004806,7902-0,Helicobacter pylori IgG Ab [Units/volume] in Serum,LOINC,No,
4012479,113079009,Low density lipoprotein cholesterol measurement,Procedure,Measurement,SNOMED,Valid,Standard,4335,4012479,113079009,Low density lipoprotein cholesterol measurement,SNOMED,No,
3007030,765-8,Neutrophils.hypersegmented [Presence] in Blood by Light microscopy,Lab Test,Measurement,LOINC,Valid,Standard,4312,3007030,765-8,Neutrophils.hypersegmented [Presence] in Blood by Light microscopy,LOINC,No,
4051641,23463002,Gentamicin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4307,3016254,3665-7,Gentamicin [Mass/volume] in Serum or Plasma --trough,LOINC,Yes,Is a
3044009,34571-0,aPTT.lupus sensitive (LA screen),Lab Test,Measurement,LOINC,Valid,Standard,4297,3044009,34571-0,aPTT.lupus sensitive (LA screen),LOINC,No,
4147163,269474002,Disseminated malignancy NOS,Clinical Observation,Measurement,SNOMED,Valid,Standard,4288,36769180,OMOP4998856,Metastasis,Cancer Modifier,Yes,Maps to
37160070,51411000237109,Human coronavirus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,4284,37021050,92979-4,Human coronavirus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Subsumes
37173711,65121000237103,Parainfluenza virus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,4283,37020005,92963-8,Parainfluenza virus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Subsumes
35918236,1182,Lymph-vascular Invasion,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4272,35918236,1182,Lymph-vascular Invasion,NAACCR,No,
43054990,72356-9,Influenza virus A and B Ag [Identifier] in Specimen by Rapid immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,4265,43054990,72356-9,Influenza virus A and B Ag [Identifier] in Specimen by Rapid immunoassay,LOINC,No,
21493335,82169-4,Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with non-probe detection,Lab Test,Measurement,LOINC,Valid,Standard,4260,21493335,82169-4,Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with non-probe detection,LOINC,No,
3029490,33411-0,Free Hemoglobin [Presence] in Urine,Lab Test,Measurement,LOINC,Valid,Standard,4253,3029490,33411-0,Free Hemoglobin [Presence] in Urine,LOINC,No,
21493334,82168-6,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with non-probe detection,Lab Test,Measurement,LOINC,Valid,Standard,4238,21493334,82168-6,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with non-probe detection,LOINC,No,
37172455,51841000237107,Influenza A virus H1 RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,4238,21493333,82167-8,Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with non-probe detection,LOINC,Yes,Subsumes
3002033,25148-8,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field,Lab Test,Measurement,LOINC,Valid,Standard,4223,3002033,25148-8,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field,LOINC,No,
3034432,32519-1,CD3-CD16+CD56+ (Natural killer) cells/100 cells in Specimen,Lab Test,Measurement,LOINC,Valid,Standard,4204,3034432,32519-1,CD3-CD16+CD56+ (Natural killer) cells/100 cells in Specimen,LOINC,No,
4227915,88645003,Bicarbonate measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4203,3017809,28640-1,Bicarbonate [Moles/volume] in Arterial cord blood,LOINC,Yes,Subsumes
3025395,8262-8,Service comment 02,Lab Test,Measurement,LOINC,Valid,Standard,4202,3025395,8262-8,Service comment 02,LOINC,No,
3041098,53272-1,Transitional cells [Presence] in Urine by Computer assisted method,Lab Test,Measurement,LOINC,Valid,Standard,4193,3041098,53272-1,Transitional cells [Presence] in Urine by Computer assisted method,LOINC,No,
3023296,8097-8,Striated muscle Ab [Titer] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,4164,3023296,8097-8,Striated muscle Ab [Titer] in Serum,LOINC,No,
3002653,32286-7,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,4158,3002653,32286-7,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,LOINC,No,
35918889,880,TNM Path T,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4134,35918889,880,TNM Path T,NAACCR,No,
4118986,302787001,Bilirubin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4128,3045256,43824-2,Bilirubin.total [Presence] in Body fluid,LOINC,Yes,Is a
37170094,21091000237108,Rubella IgG antibody arbitrary concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,4117,3016999,8014-3,Rubella virus IgG Ab [Units/volume] in Serum,LOINC,Yes,Is a
4248132,72765002,Thyroxine measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4113,3008293,31144-9,Thyroxine (T4) [Mass/volume] in DBS,LOINC,Yes,Subsumes
46257426,No matching concept,No matching concept,Undefined,Unknown,None,Invalid,Non-standard,4106,46257426,No matching concept,No matching concept,None,No,
35918791,890,TNM Path N,NAACCR Variable,Measurement,NAACCR,Valid,Standard,4098,35918791,890,TNM Path N,NAACCR,No,
4022984,105222003,Lamotrigine measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,4088,3023261,6948-4,lamoTRIgine [Mass/volume] in Serum or Plasma,LOINC,Yes,Is a
4219068,82457009,"Vitamin D, 1,25-dihydroxy measurement",Procedure,Measurement,SNOMED,Valid,Standard,4078,4219068,82457009,"Vitamin D, 1,25-dihydroxy measurement",SNOMED,No,
3027744,11545-1,Microscopic observation [Identifier] in Specimen by Acid fast stain,Lab Test,Measurement,LOINC,Valid,Standard,4031,3027744,11545-1,Microscopic observation [Identifier] in Specimen by Acid fast stain,LOINC,No,
914038,780,EOD--Tumor Size,NAACCR Variable,Measurement,NAACCR,Valid,Standard,3968,914038,780,EOD--Tumor Size,NAACCR,No,
37172422,51531000237102,Human polyomavirus 1 DNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,3968,40766205,63475-8,BK virus DNA [Presence] in Blood,LOINC,Yes,Is a
4154500,271346009,Urine dipstick for protein,Clinical Observation,Measurement,SNOMED,Valid,Standard,3944,3014051,20454-5,Protein [Presence] in Urine by Test strip,LOINC,Yes,Is a
3010385,26621-3,Legionella sp Ag [Presence] in Specimen,Lab Test,Measurement,LOINC,Valid,Standard,3943,3010385,26621-3,Legionella sp Ag [Presence] in Specimen,LOINC,No,
4220748,41960005,Immunoglobulin E measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3922,3016604,2462-0,IgE [Mass/volume] in Serum,LOINC,Yes,Is a
4255168,408200008,Cyclic citrullinated peptide antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3914,3041942,53027-9,Cyclic citrullinated peptide Ab [Units/volume] in Serum,LOINC,Yes,Subsumes
3039293,38908-0,Poikilocytosis [Presence] in Blood by Automated count,Lab Test,Measurement,LOINC,Valid,Standard,3913,3039293,38908-0,Poikilocytosis [Presence] in Blood by Automated count,LOINC,No,
3007822,13438-7,Protein Fractions [Interpretation] in Urine by Electrophoresis,Lab Test,Measurement,LOINC,Valid,Standard,3912,3007822,13438-7,Protein Fractions [Interpretation] in Urine by Electrophoresis,LOINC,No,
37172378,51101000237101,Varicella zoster virus total antibody in serum qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,3910,3004655,22600-1,Varicella zoster virus Ab [Presence] in Serum,LOINC,Yes,Subsumes
40769396,66736-0,Normalized silica clotting time of Platelet poor plasma,Lab Test,Measurement,LOINC,Valid,Standard,3906,40769396,66736-0,Normalized silica clotting time of Platelet poor plasma,LOINC,No,
37393946,1023711000000100,Urine culture,Observable Entity,Measurement,SNOMED,Valid,Non-standard,3906,37393946,1023711000000100,Urine culture,SNOMED,No,
4021125,104846005,Oxygen measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3906,3021706,28648-4,Oxygen [Partial pressure] in Arterial cord blood,LOINC,Yes,Is a
3010454,11034-6,Acetylcholine receptor binding Ab [Moles/volume] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,3905,3010454,11034-6,Acetylcholine receptor binding Ab [Moles/volume] in Serum,LOINC,No,
40764134,61373-7,Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3896,40764134,61373-7,Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection,LOINC,No,
40764133,61372-9,Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3896,40764133,61372-9,Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection,LOINC,No,
4082602,24753003,Sex hormone binding globulin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3880,3004248,13967-5,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,LOINC,Yes,Is a
44806434,791971000000102,pH of umbilical cord arterial blood,Clinical Observation,Measurement,SNOMED,Valid,Standard,3874,3006598,28646-8,pH of Arterial cord blood,LOINC,Yes,Subsumes
35918870,990,TNM Clin Staged By,NAACCR Variable,Measurement,NAACCR,Valid,Standard,3866,35918870,990,TNM Clin Staged By,NAACCR,No,
3009986,19128-8,Bacteria identified in Catheter tip by Culture,Lab Test,Measurement,LOINC,Valid,Standard,3865,3009986,19128-8,Bacteria identified in Catheter tip by Culture,LOINC,No,
36203627,85827-4,Carbapenem resistance bla OXA-48-like gene [Presence] by Molecular method,Lab Test,Measurement,LOINC,Valid,Standard,3859,36203627,85827-4,Carbapenem resistance bla OXA-48-like gene [Presence] by Molecular method,LOINC,No,
36203345,85501-5,Carbapenem resistance blaVIM gene [Presence] by Molecular method,Lab Test,Measurement,LOINC,Valid,Standard,3859,36203345,85501-5,Carbapenem resistance blaVIM gene [Presence] by Molecular method,LOINC,No,
36203342,85498-4,Carbapenem resistance blaIMP gene [Presence] by Molecular method,Lab Test,Measurement,LOINC,Valid,Standard,3859,36203342,85498-4,Carbapenem resistance blaIMP gene [Presence] by Molecular method,LOINC,No,
37019511,92986-9,Chlamydophila pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3857,37019511,92986-9,Chlamydophila pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,No,
3024226,11546-9,Microscopic observation [Identifier] in Specimen by Other stain,Lab Test,Measurement,LOINC,Valid,Standard,3857,3024226,11546-9,Microscopic observation [Identifier] in Specimen by Other stain,LOINC,No,
37172472,52041000237109,Influenza B virus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,3856,37021109,92976-0,Influenza virus B RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Subsumes
37020896,92964-6,Mycoplasma pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3855,37020896,92964-6,Mycoplasma pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,No,
37020792,92956-2,Rhinovirus+Enterovirus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3855,37020792,92956-2,Rhinovirus+Enterovirus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,No,
37173412,60481000237104,Human metapneumovirus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,3855,37020565,92978-6,Human metapneumovirus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Is a
37172441,51701000237100,Human RSV (respiratory syncytial virus) RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,3855,37019493,92957-0,Respiratory syncytial virus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,LOINC,Yes,Is a
3032431,49896-4,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Specimen by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3836,3032431,49896-4,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Specimen by NAA with probe detection,LOINC,No,
4193755,79172007,Hepatitis Be antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3829,3036806,13953-5,Hepatitis B virus e Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,Yes,Subsumes
4153274,271287008,Blood copper measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3829,3027126,5631-7,Copper [Mass/volume] in Serum or Plasma,LOINC,Yes,Subsumes
37171704,4101000237109,IgG antibody subclass 1 mass concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,3826,3027135,2466-1,IgG subclass 1 [Mass/volume] in Serum,LOINC,Yes,Is a
4015457,104328008,Antibody to mitochondria measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3821,3018517,14236-4,Mitochondria Ab [Presence] in Serum,LOINC,Yes,Subsumes
35918530,930,TNM Path Staged By,NAACCR Variable,Measurement,NAACCR,Valid,Standard,3814,35918530,930,TNM Path Staged By,NAACCR,No,
3000919,30455-0,Neutrophils/100 leukocytes in Pleural fluid,Lab Test,Measurement,LOINC,Valid,Standard,3812,3000919,30455-0,Neutrophils/100 leukocytes in Pleural fluid,LOINC,No,
3005532,26481-2,Lymphocytes/100 leukocytes in Pleural fluid,Lab Test,Measurement,LOINC,Valid,Standard,3808,3005532,26481-2,Lymphocytes/100 leukocytes in Pleural fluid,LOINC,No,
3028923,33218-9,Bacteria [#/area] in Urine sediment by Automated count,Lab Test,Measurement,LOINC,Valid,Standard,3795,3028923,33218-9,Bacteria [#/area] in Urine sediment by Automated count,LOINC,No,
35918787,2935,CS Version Input Original,NAACCR Variable,Observation,NAACCR,Valid,Non-standard,3790,35918787,2935,CS Version Input Original,NAACCR,No,
35918741,2936,CS Version Derived,NAACCR Variable,Observation,NAACCR,Valid,Non-standard,3790,35918741,2936,CS Version Derived,NAACCR,No,
35918293,2937,CS Version Input Current,NAACCR Variable,Observation,NAACCR,Valid,Non-standard,3790,35918293,2937,CS Version Input Current,NAACCR,No,
3043387,33362-5,Monocytes/100 leukocytes in Pleural fluid,Lab Test,Measurement,LOINC,Valid,Standard,3783,3043387,33362-5,Monocytes/100 leukocytes in Pleural fluid,LOINC,No,
35918637,980,TNM Clin Descriptor,NAACCR Variable,Measurement,NAACCR,Valid,Standard,3762,35918637,980,TNM Clin Descriptor,NAACCR,No,
3044838,32752-8,CD3 cells/100 cells in Bronchial specimen,Lab Test,Measurement,LOINC,Valid,Standard,3748,3044838,32752-8,CD3 cells/100 cells in Bronchial specimen,LOINC,No,
4215028,81065003,pH measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3740,3030830,50896-0,pH of Body fluid by Test strip,LOINC,Yes,Is a
3044844,32680-1,Fine Granular Casts [#/area] in Urine sediment by Microscopy low power field,Lab Test,Measurement,LOINC,Valid,Standard,3726,3044844,32680-1,Fine Granular Casts [#/area] in Urine sediment by Microscopy low power field,LOINC,No,
4005839,121403006,Nitrate measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3714,3006462,32030-9,Nitrate [Presence] in Urine,LOINC,Yes,Subsumes
4339109,87978006,Antibody to double stranded DNA measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3703,3044946,34187-5,DNA double strand Ab [Titer] in Serum by Immunofluorescence (IF) Crithidia luciliae,LOINC,Yes,Is a
4012918,11274001,Lactate dehydrogenase measurement,Procedure,Measurement,SNOMED,Valid,Standard,3702,4012918,11274001,Lactate dehydrogenase measurement,SNOMED,No,
4051641,23463002,Gentamicin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3685,3009917,3663-2,Gentamicin [Mass/volume] in Serum or Plasma --peak,LOINC,Yes,Is a
4036693,118092009,Measurement of myeloperoxidase antibody,Clinical Observation,Measurement,SNOMED,Valid,Standard,3676,3049398,46266-3,Myeloperoxidase Ab [Units/volume] in Serum by Immunoassay,LOINC,Yes,Subsumes
3020174,21027-8,Platelet aggregation [Interpretation] in Platelet poor plasma,Lab Test,Measurement,LOINC,Valid,Standard,3660,3020174,21027-8,Platelet aggregation [Interpretation] in Platelet poor plasma,LOINC,No,
4039857,118139004,Mesothelial cell count,Clinical Observation,Measurement,SNOMED,Valid,Standard,3648,3031173,35079-3,Mesothelial cells [#/volume] in Body fluid,LOINC,Yes,Is a
40761189,58088-6,Acylcarnitine newborn screen interpretation,Lab Test,Measurement,LOINC,Valid,Standard,3639,40761189,58088-6,Acylcarnitine newborn screen interpretation,LOINC,No,
3005702,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Lab Test,Measurement,LOINC,Valid,Standard,3635,3005702,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,LOINC,No,
37170755,2971000237108,IgG antibody subclass 3 mass concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,3619,3024139,2468-7,IgG subclass 3 [Mass/volume] in Serum,LOINC,Yes,Subsumes
37173971,6711000237103,IgG antibody subclass 2 mass concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,3618,3028192,2467-9,IgG subclass 2 [Mass/volume] in Serum,LOINC,Yes,Is a
37155919,39331000237108,Hepatitis C virus RNA arbitrary concentration by nucleic acid amplification,Clinical Observation,Measurement,SNOMED,Valid,Standard,3614,3026432,29609-5,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with signal amplification,LOINC,Yes,Subsumes
3020804,18311-1,Pelger Huet cells [Presence] in Blood by Light microscopy,Lab Test,Measurement,LOINC,Valid,Standard,3613,3020804,18311-1,Pelger Huet cells [Presence] in Blood by Light microscopy,LOINC,No,
35918735,759,SEER Summary Stage 2000,NAACCR Variable,Measurement,NAACCR,Valid,Standard,3603,35918735,759,SEER Summary Stage 2000,NAACCR,No,
3032215,49397-3,Herpes virus 7 DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,3595,3032215,49397-3,Herpes virus 7 DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,No,
4214014,80943009,Risk factor,Observable Entity,Measurement,SNOMED,Valid,Standard,3590,4214014,80943009,Risk factor,SNOMED,No,
3038943,40678-5,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,3576,3038943,40678-5,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,No,
4022985,105223008,Lead measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,3571,46236017,77307-7,Lead [Mass/volume] in Venous blood,LOINC,Yes,Subsumes
3033870,11135-1,Appearance of Spun Cerebral spinal fluid,Lab Test,Measurement,LOINC,Valid,Standard,3568,3033870,11135-1,Appearance of Spun Cerebral spinal fluid,LOINC,No,
40759127,56006-0,Platelet aggregation ADP induced in Blood --10 umol/L,Lab Test,Measurement,LOINC,Valid,Standard,3560,40759127,56006-0,Platelet aggregation ADP induced in Blood --10 umol/L,LOINC,No,
