Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
438638,217779001,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,Event,Observation,SNOMED,Valid,Standard,128,438638,217779001,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,SNOMED,No,
4310118,85844000,Transmural infarct,Morph Abnormality,Observation,SNOMED,Valid,Standard,128,4310118,85844000,Transmural infarct,SNOMED,No,
4076659,225053003,Self-asphyxiation,Event,Observation,SNOMED,Valid,Standard,128,4076659,225053003,Self-asphyxiation,SNOMED,No,
37395569,13181000122107,Allergy to levofloxacin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,128,37395569,13181000122107,Allergy to levofloxacin,SNOMED,No,
46272990,711455000,Exposure to drug or medicament,Event,Observation,SNOMED,Valid,Standard,127,46272990,711455000,Exposure to drug or medicament,SNOMED,No,
4191603,39035006,Atypical squamous cells of undetermined significance,Morph Abnormality,Observation,SNOMED,Valid,Standard,127,4191603,39035006,Atypical squamous cells of undetermined significance,SNOMED,No,
4116980,300928006,Vegetarian,Clinical Finding,Observation,SNOMED,Valid,Standard,127,4116980,300928006,Vegetarian,SNOMED,No,
2314313,97762,CPT4 Code 97762,CPT4,Observation,CPT4,Valid,Standard,127,2314313,97762,CPT4 Code 97762,CPT4,No,
4267303,62458008,Has religious belief,Clinical Finding,Observation,SNOMED,Valid,Standard,126,4267303,62458008,Has religious belief,SNOMED,No,
433949,242605002,Human bite,Event,Observation,SNOMED,Valid,Standard,125,433949,242605002,Human bite,SNOMED,No,
4053387,160389004,FH: Polycystic kidney,Context-dependent,Observation,SNOMED,Valid,Standard,125,4053387,160389004,FH: Polycystic kidney,SNOMED,No,
3661819,871566007,Adverse reaction to adrenergic receptor antagonist,Disorder,Observation,SNOMED,Valid,Standard,125,3661819,871566007,Adverse reaction to adrenergic receptor antagonist,SNOMED,No,
437767,293096000,Immunoglobulin products adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,124,437767,293096000,Immunoglobulin products adverse reaction,SNOMED,No,
4207631,311507007,Executive cognitive functions,Observable Entity,Observation,SNOMED,Valid,Standard,124,4207631,311507007,Executive cognitive functions,SNOMED,No,
4054152,242494002,Burning due to contact with hot liquid,Event,Observation,SNOMED,Valid,Standard,124,4054152,242494002,Burning due to contact with hot liquid,SNOMED,No,
4030716,14385002,Enterobacter cloacae,Organism,Observation,SNOMED,Valid,Standard,124,4030716,14385002,Enterobacter cloacae,SNOMED,No,
4337398,87364003,Neuroblastoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,123,4337398,87364003,Neuroblastoma,SNOMED,No,
4151356,28307001,Germinoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,123,4151356,28307001,Germinoma,SNOMED,No,
4098436,26996000,Hyperkeratosis,Morph Abnormality,Observation,SNOMED,Valid,Standard,123,4098436,26996000,Hyperkeratosis,SNOMED,No,
439641,218107005,Accident caused by explosive gases,Event,Observation,SNOMED,Valid,Standard,122,439641,218107005,Accident caused by explosive gases,SNOMED,No,
4326025,430089002,Family history of hyperthyroidism,Context-dependent,Observation,SNOMED,Valid,Standard,122,4326025,430089002,Family history of hyperthyroidism,SNOMED,No,
434556,292479000,Sympathomimetic adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,121,434556,292479000,Sympathomimetic adverse reaction,SNOMED,No,
4310138,424860001,Low income,Clinical Finding,Observation,SNOMED,Valid,Standard,121,4310138,424860001,Low income,SNOMED,No,
4302222,418757007,Accidental ingestion of potentially harmful entity,Event,Observation,SNOMED,Valid,Standard,121,4302222,418757007,Accidental ingestion of potentially harmful entity,SNOMED,No,
4250009,407613009,Born by breech delivery,Context-dependent,Observation,SNOMED,Valid,Standard,121,4250009,407613009,Born by breech delivery,SNOMED,No,
4167568,418098005,Accidental exposure to potentially harmful entity,Event,Observation,SNOMED,Valid,Standard,121,4167568,418098005,Accidental exposure to potentially harmful entity,SNOMED,No,
4150599,278840001,Shrimp,Substance,Observation,SNOMED,Valid,Standard,121,4150599,278840001,Shrimp,SNOMED,No,
40779294,LP16215-3,Naproxen,LOINC Component,Observation,LOINC,Valid,Non-standard,121,40779294,LP16215-3,Naproxen,LOINC,No,
35821205,4-1140871462,naproxen,Value,Observation,UK Biobank,Valid,Non-standard,121,35821205,4-1140871462,naproxen,UK Biobank,No,
3518773,372588000,Naproxen,Substance,Observation,Nebraska Lexicon,Valid,Non-standard,121,3518773,372588000,Naproxen,Nebraska Lexicon,No,
19474323,D002511,Cephalosporins,Main Heading,Observation,MeSH,Valid,Non-standard,121,19474323,D002511,Cephalosporins,MeSH,No,
40774645,LP61621-6,Pregabalin,LOINC Component,Observation,LOINC,Valid,Non-standard,120,40774645,LP61621-6,Pregabalin,LOINC,No,
4054574,242495001,"Burning due to contact with hot drinks, liquid foods, fats and cooking oils",Event,Observation,SNOMED,Valid,Standard,120,4054574,242495001,"Burning due to contact with hot drinks, liquid foods, fats and cooking oils",SNOMED,No,
4050806,160329001,FH: Depression,Context-dependent,Observation,SNOMED,Valid,Standard,120,4050806,160329001,FH: Depression,SNOMED,No,
4048671,123737005,"Fracture, closed, comminuted, with displacement",Morph Abnormality,Observation,SNOMED,Valid,Standard,120,4048671,123737005,"Fracture, closed, comminuted, with displacement",SNOMED,No,
4048169,232350006,Allergy to dust mite protein,Clinical Finding,Observation,SNOMED,Valid,Non-standard,120,4048169,232350006,Allergy to dust mite protein,SNOMED,No,
35822829,4-1141200004,pregabalin,Value,Observation,UK Biobank,Valid,Non-standard,120,35822829,4-1141200004,pregabalin,UK Biobank,No,
437477,41411008,Fall from playground equipment,Event,Observation,SNOMED,Valid,Standard,119,437477,41411008,Fall from playground equipment,SNOMED,No,
4271564,63264007,Carcinosarcoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,119,4271564,63264007,Carcinosarcoma,SNOMED,No,
4244886,59238007,Epithelioid sarcoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,119,4244886,59238007,Epithelioid sarcoma,SNOMED,No,
40785911,LP16028-0,Amiodarone,LOINC Component,Observation,LOINC,Valid,Non-standard,119,40785911,LP16028-0,Amiodarone,LOINC,No,
40776032,LP17165-9,Cefepime,LOINC Component,Observation,LOINC,Valid,Non-standard,119,40776032,LP17165-9,Cefepime,LOINC,No,
40757059,4256F,CPT4 Code 4256F,CPT4,Observation,CPT4,Valid,Standard,119,40757059,4256F,CPT4 Code 4256F,CPT4,No,
35815748,4-1140888502,amiodarone,Value,Observation,UK Biobank,Valid,Non-standard,119,35815748,4-1140888502,amiodarone,UK Biobank,No,
439337,214267005,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, passenger of motor vehicle injured",Event,Observation,SNOMED,Valid,Standard,118,439337,214267005,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, passenger of motor vehicle injured",SNOMED,No,
43531593,921000119109,Vaccine declined by parent,Context-dependent,Observation,SNOMED,Valid,Standard,118,43531593,921000119109,Vaccine declined by parent,SNOMED,No,
40795843,LP16160-1,hydroCHLOROthiazide,LOINC Component,Observation,LOINC,Valid,Non-standard,118,40795843,LP16160-1,hydroCHLOROthiazide,LOINC,No,
4036629,162358006,Unilateral earache,Context-dependent,Observation,SNOMED,Valid,Non-standard,118,4036629,162358006,Unilateral earache,SNOMED,No,
35819617,4-1140866162,hydrochlorothiazide,Value,Observation,UK Biobank,Valid,Non-standard,118,35819617,4-1140866162,hydrochlorothiazide,UK Biobank,No,
4256118,409513009,Event related to biological agent,Event,Observation,SNOMED,Valid,Standard,117,4256118,409513009,Event related to biological agent,SNOMED,No,
4145793,266897007,FH: Myocardial infarction,Context-dependent,Observation,SNOMED,Valid,Standard,117,4145793,266897007,FH: Myocardial infarction,SNOMED,No,
4126324,304252001,For resuscitation,Clinical Finding,Observation,SNOMED,Valid,Standard,117,4126324,304252001,For resuscitation,SNOMED,No,
40785834,LP14997-8,metroNIDAZOLE,LOINC Component,Observation,LOINC,Valid,Non-standard,117,40785834,LP14997-8,metroNIDAZOLE,LOINC,No,
37116835,733840004,Isocitrate dehydrogenase wild-type anaplastic astrocytoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,117,37116835,733840004,Isocitrate dehydrogenase wild-type anaplastic astrocytoma,SNOMED,No,
37110752,725118003,Family history of aneurysm of abdominal aorta,Context-dependent,Observation,SNOMED,Valid,Standard,117,37110752,725118003,Family history of aneurysm of abdominal aorta,SNOMED,No,
35820816,744-1140874014,metronidazole,Value,Observation,UK Biobank,Valid,Non-standard,117,35820816,744-1140874014,metronidazole,UK Biobank,No,
35820815,4-1140874014,metronidazole,Value,Observation,UK Biobank,Valid,Non-standard,117,35820815,4-1140874014,metronidazole,UK Biobank,No,
763366,4391000175105,Left before being seen,Clinical Finding,Observation,SNOMED,Valid,Standard,116,763366,4391000175105,Left before being seen,SNOMED,No,
443378,293218006,Anabolic steroids adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,116,443378,293218006,Anabolic steroids adverse reaction,SNOMED,No,
4290437,37304002,Basosquamous carcinoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,116,4290437,37304002,Basosquamous carcinoma,SNOMED,No,
4205700,53339009,Dysfunctional grieving,Clinical Finding,Observation,SNOMED,Valid,Standard,116,4205700,53339009,Dysfunctional grieving,SNOMED,No,
4169185,294872001,Allergy to heparin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,116,4169185,294872001,Allergy to heparin,SNOMED,No,
40789255,LP16280-7,Spironolactone,LOINC Component,Observation,LOINC,Valid,Non-standard,116,40789255,LP16280-7,Spironolactone,LOINC,No,
4028719,128855009,Glucagonoma of uncertain behavior,Morph Abnormality,Observation,SNOMED,Valid,Non-standard,116,4028719,128855009,Glucagonoma of uncertain behavior,SNOMED,No,
4022062,105471006,Bone marrow donor,Social Context,Observation,SNOMED,Valid,Non-standard,116,4022062,105471006,Bone marrow donor,SNOMED,No,
35823813,4-1140866236,spironolactone,Value,Observation,UK Biobank,Valid,Non-standard,116,35823813,4-1140866236,spironolactone,UK Biobank,No,
443050,214435005,Noncollision motor vehicle traffic accident while boarding or alighting,Event,Observation,SNOMED,Valid,Standard,115,443050,214435005,Noncollision motor vehicle traffic accident while boarding or alighting,SNOMED,No,
4304110,419474003,Allergy to mold,Clinical Finding,Observation,SNOMED,Valid,Non-standard,115,4304110,419474003,Allergy to mold,SNOMED,No,
44782674,698460003,Antiviral therapy declined,Context-dependent,Observation,SNOMED,Valid,Standard,114,44782674,698460003,Antiviral therapy declined,SNOMED,No,
4152252,315584008,Main spoken language Spanish,Clinical Finding,Observation,SNOMED,Valid,Standard,114,4152252,315584008,Main spoken language Spanish,SNOMED,No,
44787232,LP18986-7,Ketorolac,LOINC Component,Observation,LOINC,Valid,Non-standard,113,44787232,LP18986-7,Ketorolac,LOINC,No,
4307686,82947003,Fall from tree,Event,Observation,SNOMED,Valid,Standard,113,4307686,82947003,Fall from tree,SNOMED,No,
4305714,39072000,Marital conflict,Clinical Finding,Observation,SNOMED,Valid,Standard,113,4305714,39072000,Marital conflict,SNOMED,No,
4287648,397608007,Finding related to care planning,Clinical Finding,Observation,SNOMED,Valid,Standard,113,4287648,397608007,Finding related to care planning,SNOMED,No,
4271449,63166000,Blue nevus,Morph Abnormality,Observation,SNOMED,Valid,Standard,113,4271449,63166000,Blue nevus,SNOMED,No,
4247665,73017001,Lymphangiomyomatosis,Morph Abnormality,Observation,SNOMED,Valid,Standard,113,4247665,73017001,Lymphangiomyomatosis,SNOMED,No,
4211332,413492003,American or Canadian football - sport,Qualifier Value,Observation,SNOMED,Valid,Standard,113,4211332,413492003,American or Canadian football - sport,SNOMED,No,
36674965,770981003,Bite of arthropod,Event,Observation,SNOMED,Valid,Standard,113,36674965,770981003,Bite of arthropod,SNOMED,No,
35820110,4-1140884558,ketorolac,Value,Observation,UK Biobank,Valid,Non-standard,113,35820110,4-1140884558,ketorolac,UK Biobank,No,
4206914,56208002,Ulcer,Morph Abnormality,Observation,SNOMED,Valid,Standard,112,4206914,56208002,Ulcer,SNOMED,No,
4204650,308429009,Hypertension screening status,Clinical Finding,Observation,SNOMED,Valid,Standard,112,4204650,308429009,Hypertension screening status,SNOMED,No,
44787261,LP171619-2,Losartan,LOINC Component,Observation,LOINC,Valid,Non-standard,111,44787261,LP171619-2,Losartan,LOINC,No,
443704,439591006,Adverse reaction to saluretic agent,Disorder,Observation,SNOMED,Valid,Standard,111,443704,439591006,Adverse reaction to saluretic agent,SNOMED,No,
4314872,216314005,"Place of occurrence of accident or poisoning, apartment",Location,Observation,SNOMED,Valid,Non-standard,111,4314872,216314005,"Place of occurrence of accident or poisoning, apartment",SNOMED,No,
4294698,75823008,Discharge,Morph Abnormality,Observation,SNOMED,Valid,Standard,111,4294698,75823008,Discharge,SNOMED,No,
4195380,68130003,Physical activity,Observable Entity,Observation,SNOMED,Valid,Standard,111,4195380,68130003,Physical activity,SNOMED,No,
4150399,310502008,Diet poor,Clinical Finding,Observation,SNOMED,Valid,Standard,111,4150399,310502008,Diet poor,SNOMED,No,
4149742,31131002,"Vipoma, malignant",Morph Abnormality,Observation,SNOMED,Valid,Standard,111,4149742,31131002,"Vipoma, malignant",SNOMED,No,
4108462,250869005,Equipment finding,Clinical Finding,Observation,SNOMED,Valid,Standard,111,4108462,250869005,Equipment finding,SNOMED,No,
4097925,292452004,Calcium-channel blocker adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,111,4097925,292452004,Calcium-channel blocker adverse reaction,SNOMED,No,
40792423,LP15260-0,cefTRIAXone,LOINC Component,Observation,LOINC,Valid,Non-standard,111,40792423,LP15260-0,cefTRIAXone,LOINC,No,
35820461,4-1140916356,losartan,Value,Observation,UK Biobank,Valid,Non-standard,111,35820461,4-1140916356,losartan,UK Biobank,No,
35816931,744-1140873434,ceftriaxone,Value,Observation,UK Biobank,Valid,Non-standard,111,35816931,744-1140873434,ceftriaxone,UK Biobank,No,
35816930,4-1140873434,ceftriaxone,Value,Observation,UK Biobank,Valid,Non-standard,111,35816930,4-1140873434,ceftriaxone,UK Biobank,No,
35622818,765021002,Vegetarian diet,Procedure,Procedure,SNOMED,Valid,Standard,111,35622818,765021002,Vegetarian diet,SNOMED,No,
4085481,185970004,Patient awaiting medical adm,Clinical Finding,Observation,SNOMED,Valid,Standard,110,4085481,185970004,Patient awaiting medical adm,SNOMED,No,
4051240,160364005,FH: Congenital heart disease,Context-dependent,Observation,SNOMED,Valid,Standard,110,4051240,160364005,FH: Congenital heart disease,SNOMED,No,
37117057,90311000119107,Vaccination declined by caregiver,Context-dependent,Observation,SNOMED,Valid,Standard,110,37117057,90311000119107,Vaccination declined by caregiver,SNOMED,No,
4126015,260864003,Frequency,Attribute,Observation,SNOMED,Valid,Non-standard,109,4126015,260864003,Frequency,SNOMED,No,
4050799,160301004,Family history of endocrine disorders,Context-dependent,Observation,SNOMED,Valid,Standard,109,4050799,160301004,Family history of endocrine disorders,SNOMED,No,
903661,OMOP5181842,Heavy cigarette smoker (20-39 cigarettes per day),Clinical Finding,Observation,OMOP Extension,Valid,Standard,108,903661,OMOP5181842,Heavy cigarette smoker (20-39 cigarettes per day),OMOP Extension,No,
46270587,65021000119105,Family history of neurofibromatosis,Context-dependent,Observation,SNOMED,Valid,Standard,108,46270587,65021000119105,Family history of neurofibromatosis,SNOMED,No,
436874,217935007,Accident caused by agricultural machine,Event,Observation,SNOMED,Valid,Standard,108,436874,217935007,Accident caused by agricultural machine,SNOMED,No,
433939,417928002,Abuse,Event,Observation,SNOMED,Valid,Standard,108,433939,417928002,Abuse,SNOMED,No,
4310282,422979000,Medication regimen behavior finding,Clinical Finding,Observation,SNOMED,Valid,Standard,108,4310282,422979000,Medication regimen behavior finding,SNOMED,No,
4149298,310247005,FH: Thrombosis,Context-dependent,Observation,SNOMED,Valid,Standard,108,4149298,310247005,FH: Thrombosis,SNOMED,No,
44787149,LP28519-4,Celecoxib,LOINC Component,Observation,LOINC,Valid,Non-standard,107,44787149,LP28519-4,Celecoxib,LOINC,No,
442995,242490006,Burning due to contact with hot substance,Event,Observation,SNOMED,Valid,Standard,107,442995,242490006,Burning due to contact with hot substance,SNOMED,No,
440896,213770003,Railway accident,Event,Observation,SNOMED,Valid,Standard,107,440896,213770003,Railway accident,SNOMED,No,
4219051,82375006,Adenomatous polyp,Morph Abnormality,Observation,SNOMED,Valid,Standard,107,4219051,82375006,Adenomatous polyp,SNOMED,No,
4177710,429069001,Requires Bacillus Calmette-Guerin vaccination,Clinical Finding,Observation,SNOMED,Valid,Standard,107,4177710,429069001,Requires Bacillus Calmette-Guerin vaccination,SNOMED,No,
35816947,4-1141176662,celecoxib,Value,Observation,UK Biobank,Valid,Non-standard,107,35816947,4-1141176662,celecoxib,UK Biobank,No,
4298084,386152007,Hydrocele,Morph Abnormality,Observation,SNOMED,Valid,Standard,106,4298084,386152007,Hydrocele,SNOMED,No,
4178539,297243001,Family history of pernicious anemia,Context-dependent,Observation,SNOMED,Valid,Standard,106,4178539,297243001,Family history of pernicious anemia,SNOMED,No,
40792492,LP16176-7,LORazepam,LOINC Component,Observation,LOINC,Valid,Non-standard,106,40792492,LP16176-7,LORazepam,LOINC,No,
35820457,4-1140863302,lorazepam,Value,Observation,UK Biobank,Valid,Non-standard,106,35820457,4-1140863302,lorazepam,UK Biobank,No,
433374,242397005,Fall due to roller skates or skateboard,Event,Observation,SNOMED,Valid,Standard,105,433374,242397005,Fall due to roller skates or skateboard,SNOMED,No,
4244400,5933001,Clostridioides difficile,Organism,Observation,SNOMED,Valid,Standard,105,4244400,5933001,Clostridioides difficile,SNOMED,No,
4239303,58538004,Bumped into other person,Event,Observation,SNOMED,Valid,Standard,105,4239303,58538004,Bumped into other person,SNOMED,No,
40775856,LP15169-3,hydrALAZINE,LOINC Component,Observation,LOINC,Valid,Non-standard,105,40775856,LP15169-3,hydrALAZINE,LOINC,No,
4031491,14345008,Parent/child conflict,Clinical Finding,Observation,SNOMED,Valid,Standard,105,4031491,14345008,Parent/child conflict,SNOMED,No,
35819611,4-1140888686,hydralazine,Value,Observation,UK Biobank,Valid,Non-standard,105,35819611,4-1140888686,hydralazine,UK Biobank,No,
443346,292176000,Local anesthetic drug adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,104,443346,292176000,Local anesthetic drug adverse reaction,SNOMED,No,
4328801,430534005,Family history of malignant neoplasm of thyroid,Context-dependent,Observation,SNOMED,Valid,Standard,103,4328801,430534005,Family history of malignant neoplasm of thyroid,SNOMED,No,
4168974,420008001,Travel,Event,Observation,SNOMED,Valid,Standard,103,4168974,420008001,Travel,SNOMED,No,
4168712,274810006,Rebound tenderness absent,Context-dependent,Observation,SNOMED,Valid,Standard,103,4168712,274810006,Rebound tenderness absent,SNOMED,No,
4167480,294561002,Allergy to clindamycin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,103,4167480,294561002,Allergy to clindamycin,SNOMED,No,
37109309,36811000119108,Tubal ligation done,Context-dependent,Observation,SNOMED,Valid,Non-standard,103,37109309,36811000119108,Tubal ligation done,SNOMED,No,
2617845,G8446,"SOME OR ALL PRESCRIPTIONS GENERATED DURING THE ENCOUNTER WERE HANDWRITTEN OR PHONED IN DUE TO ONE OF THE FOLLOWING: REQUIRED BY STATE LAW, PATIENT REQUEST, OR QUALIFIED E-PRESCRIBING SYSTEM BEING TEMPORARILY INOPERABLE (Deprecated)",HCPCS,Observation,HCPCS,Valid,Standard,103,2617845,G8446,"SOME OR ALL PRESCRIPTIONS GENERATED DURING THE ENCOUNTER WERE HANDWRITTEN OR PHONED IN DUE TO ONE OF THE FOLLOWING: REQUIRED BY STATE LAW, PATIENT REQUEST, OR QUALIFIED E-PRESCRIBING SYSTEM BEING TEMPORARILY INOPERABLE (Deprecated)",HCPCS,No,
44791635,293161000000103,Family history of alcohol misuse,Context-dependent,Observation,SNOMED,Valid,Standard,102,44791635,293161000000103,Family history of alcohol misuse,SNOMED,No,
4311076,216418009,"Place of occurrence of accident or poisoning, railway station",Location,Observation,SNOMED,Valid,Non-standard,102,4311076,216418009,"Place of occurrence of accident or poisoning, railway station",SNOMED,No,
4210893,57028002,Multiple wounds,Morph Abnormality,Observation,SNOMED,Valid,Standard,102,4210893,57028002,Multiple wounds,SNOMED,No,
4008942,102261002,Strawberry,Substance,Observation,SNOMED,Valid,Standard,102,4008942,102261002,Strawberry,SNOMED,No,
35627045,539e943b-0797-4191-b895-f4e285879d9f,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",Qualifier Value,Observation,SNOMED,Valid,Non-standard,102,35627045,539e943b-0797-4191-b895-f4e285879d9f,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",SNOMED,No,
441470,217603005,Accident due to cold weather,Event,Observation,SNOMED,Valid,Standard,101,441470,217603005,Accident due to cold weather,SNOMED,No,
43533368,G9173,"Voice functional limitation, discharge status at discharge from therapy or to end reporting (Deprecated)",HCPCS,Observation,HCPCS,Valid,Standard,101,43533368,G9173,"Voice functional limitation, discharge status at discharge from therapy or to end reporting (Deprecated)",HCPCS,No,
42538171,739684008,Child of patient deceased,Context-dependent,Observation,SNOMED,Valid,Standard,101,42538171,739684008,Child of patient deceased,SNOMED,No,
4247022,61363009,Granulation tissue,Morph Abnormality,Observation,SNOMED,Valid,Standard,101,4247022,61363009,Granulation tissue,SNOMED,No,
4175371,276074009,Stress at work,Clinical Finding,Observation,SNOMED,Valid,Standard,101,4175371,276074009,Stress at work,SNOMED,No,
40772641,LP16174-2,Lidocaine,LOINC Component,Observation,LOINC,Valid,Non-standard,101,40772641,LP16174-2,Lidocaine,LOINC,No,
4073070,242518000,"Burning due to contact with hot heating appliances, radiators and pipes",Event,Observation,SNOMED,Valid,Standard,101,4073070,242518000,"Burning due to contact with hot heating appliances, radiators and pipes",SNOMED,No,
45768510,706957005,"Place of occurrence of accident or poisoning, healthcare facility",Location,Observation,SNOMED,Valid,Non-standard,100,45768510,706957005,"Place of occurrence of accident or poisoning, healthcare facility",SNOMED,No,
4336673,86933000,Heavy drinker,Clinical Finding,Observation,SNOMED,Valid,Standard,100,4336673,86933000,Heavy drinker,SNOMED,No,
4215151,81134009,"Fracture, closed, spiral",Morph Abnormality,Observation,SNOMED,Valid,Standard,100,4215151,81134009,"Fracture, closed, spiral",SNOMED,No,
4128602,260154005,Dog dander,Substance,Observation,SNOMED,Valid,Standard,100,4128602,260154005,Dog dander,SNOMED,No,
40775767,LP13938-3,Dog dander,LOINC Component,Observation,LOINC,Valid,Non-standard,100,40775767,LP13938-3,Dog dander,LOINC,No,
4128602,260154005,Dog dander,Clinical Observation,Observation,SNOMED,Valid,Non-standard,100,3341086,260154005,Dog dander,Nebraska Lexicon,Yes,Maps to
440607,218099004,Accident caused by explosive material,Event,Observation,SNOMED,Valid,Standard,99,440607,218099004,Accident caused by explosive material,SNOMED,No,
4323432,70813002,Milk,Substance,Observation,SNOMED,Valid,Standard,99,4323432,70813002,Milk,SNOMED,No,
4204929,309012006,Referral statuses,Clinical Finding,Observation,SNOMED,Valid,Standard,99,4204929,309012006,Referral statuses,SNOMED,No,
4129922,261665006,Unknown,Qualifier Value,Observation,SNOMED,Valid,Standard,99,4129922,261665006,Unknown,SNOMED,No,
4106207,282017000,3 part fracture,Morph Abnormality,Observation,SNOMED,Valid,Standard,99,4106207,282017000,3 part fracture,SNOMED,No,
4093906,26036001,Obstruction,Morph Abnormality,Observation,SNOMED,Valid,Standard,99,4093906,26036001,Obstruction,SNOMED,No,
40779125,LP14176-9,Cefaclor,LOINC Component,Observation,LOINC,Valid,Non-standard,99,40779125,LP14176-9,Cefaclor,LOINC,No,
40772883,LP29290-1,Milk,LOINC Component,Observation,LOINC,Valid,Non-standard,99,40772883,LP29290-1,Milk,LOINC,No,
35816881,744-1140873020,cefaclor,Value,Observation,UK Biobank,Valid,Non-standard,99,35816881,744-1140873020,cefaclor,UK Biobank,No,
35816880,4-1140873020,cefaclor,Value,Observation,UK Biobank,Valid,Non-standard,99,35816880,4-1140873020,cefaclor,UK Biobank,No,
35627124,0565c7d0-1d08-409e-b297-ce72efdcc2fc,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",Qualifier Value,Observation,SNOMED,Valid,Non-standard,99,35627124,0565c7d0-1d08-409e-b297-ce72efdcc2fc,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",SNOMED,No,
19392130,D008892,Milk,Main Heading,Observation,MeSH,Valid,Non-standard,99,19392130,D008892,Milk,MeSH,No,
1031783,LP7431-2,Milk,LOINC System,Observation,LOINC,Valid,Non-standard,99,1031783,LP7431-2,Milk,LOINC,No,
763007,434861000124105,Family history of endometriosis,Context-dependent,Observation,SNOMED,Valid,Standard,98,763007,434861000124105,Family history of endometriosis,SNOMED,No,
44782749,134571000119103,Family disruption due to extended absence of family member,Clinical Finding,Observation,SNOMED,Valid,Standard,98,44782749,134571000119103,Family disruption due to extended absence of family member,SNOMED,No,
443548,419887003,Adverse reaction to blood or blood product,Disorder,Observation,SNOMED,Valid,Standard,98,443548,419887003,Adverse reaction to blood or blood product,SNOMED,No,
4163066,293610009,Allergy to non-steroidal anti-inflammatory agent,Clinical Finding,Observation,SNOMED,Valid,Standard,98,4163066,293610009,Allergy to non-steroidal anti-inflammatory agent,SNOMED,No,
4143036,33396006,Nickel,Substance,Drug,SNOMED,Valid,Non-standard,98,4143036,33396006,Nickel,SNOMED,No,
40795893,LP16829-1,Nickel,LOINC Component,Observation,LOINC,Valid,Non-standard,98,40795893,LP16829-1,Nickel,LOINC,No,
4323118,71440001,Sex cord-stromal tumor,Morph Abnormality,Observation,SNOMED,Valid,Non-standard,97,4323118,71440001,Sex cord-stromal tumor,SNOMED,No,
4102695,25322007,Dilatation,Morph Abnormality,Observation,SNOMED,Valid,Standard,97,4102695,25322007,Dilatation,SNOMED,No,
710057,99422,CPT4 Code 99422,CPT4,Observation,CPT4,Valid,Standard,96,710057,99422,CPT4 Code 99422,CPT4,No,
45757693,331000124109,Hemodialysis finding,Clinical Finding,Observation,SNOMED,Valid,Standard,96,45757693,331000124109,Hemodialysis finding,SNOMED,No,
44782750,134591000119102,Family history of substance abuse,Context-dependent,Observation,SNOMED,Valid,Standard,96,44782750,134591000119102,Family history of substance abuse,SNOMED,No,
4334481,430778004,Family history of sarcoidosis,Context-dependent,Observation,SNOMED,Valid,Standard,96,4334481,430778004,Family history of sarcoidosis,SNOMED,No,
4334339,430677003,Family history of malignant neoplasm of thoracic cavity structure,Context-dependent,Observation,SNOMED,Valid,Standard,96,4334339,430677003,Family history of malignant neoplasm of thoracic cavity structure,SNOMED,No,
4154707,371089000,Serotonin syndrome,Disorder,Observation,SNOMED,Valid,Standard,96,4154707,371089000,Serotonin syndrome,SNOMED,No,
4151021,310301000,Advanced directive status,Clinical Finding,Observation,SNOMED,Valid,Standard,96,4151021,310301000,Advanced directive status,SNOMED,No,
4144896,427487000,Allergy to spider venom,Clinical Finding,Observation,SNOMED,Valid,Non-standard,96,4144896,427487000,Allergy to spider venom,SNOMED,No,
36713624,718537002,Allergy to rosuvastatin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,96,36713624,718537002,Allergy to rosuvastatin,SNOMED,No,
608204,1157019008,Benign meningioma,Morph Abnormality,Observation,SNOMED,Valid,Standard,95,608204,1157019008,Benign meningioma,SNOMED,No,
