Id,Code,Name,Standard Class,Vocab,Validity,Concept,Frequency
3302677,764146007,Penicillin,Substance,Nebraska Lexicon,Valid,Non-standard,1672
4187628,41329004,Polyp,Morph Abnormality,SNOMED,Valid,Standard,1654
4230704,439144005,Closed compression fracture,Morph Abnormality,SNOMED,Valid,Standard,1646
4114513,255339005,Depression - motion,Qualifier Value,SNOMED,Valid,Standard,1627
4326027,430091005,Family history of coronary arteriosclerosis,Context-dependent,SNOMED,Valid,Standard,1621
46272989,711454001,Failed procedure using minimal access approach converted to open procedure,Context-dependent,SNOMED,Valid,Standard,1603
4306655,419620001,Death,Event,SNOMED,Valid,Standard,1602
4037323,16241000,Chlamydia,Organism,SNOMED,Valid,Standard,1588
4180093,51092000,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,Morph Abnormality,SNOMED,Valid,Standard,1577
443367,293495006,Antihypertensive adverse reaction,Disorder,SNOMED,Valid,Standard,1575
2106252,3046F,Most recent hemoglobin A1c level greater than 9.0% (DM),CPT4,CPT4,Valid,Non-standard,1565
4176422,51035001,"Fracture, intra-articular",Morph Abnormality,SNOMED,Valid,Standard,1554
4263459,4590003,"Adenocarcinoma, metastatic",Morph Abnormality,SNOMED,Valid,Standard,1550
4081758,183653007,Fracture therapy follow-up,Clinical Finding,SNOMED,Valid,Standard,1546
4016041,170745003,Diabetic on diet only,Clinical Finding,SNOMED,Valid,Standard,1537
438857,71781005,Decrease in height,Clinical Finding,SNOMED,Valid,Standard,1520
4103471,301331008,Finding of body mass index,Clinical Finding,SNOMED,Valid,Standard,1515
4302252,386322007,High risk pregnancy care,Procedure,SNOMED,Valid,Standard,1507
4252582,74364000,Small cell neuroendocrine carcinoma,Morph Abnormality,SNOMED,Valid,Standard,1507
435166,242869008,Assault by firearms,Event,SNOMED,Valid,Standard,1506
4043043,228456002,Age became sexually active,Observable Entity,SNOMED,Valid,Standard,1500
4308870,83468000,Fall from chair,Event,SNOMED,Valid,Standard,1482
4252735,74506000,Bereavement,Clinical Finding,SNOMED,Valid,Standard,1469
4063374,170920007,Warfarin therapy started,Context-dependent,SNOMED,Valid,Standard,1468
36716761,722934009,Neonatal difficulty in feeding at breast,Clinical Finding,SNOMED,Valid,Standard,1467
4162289,293344008,Warfarin adverse reaction,Disorder,SNOMED,Valid,Standard,1461
76819,268242003,Congenital unilateral subluxation of hip,Context-dependent,SNOMED,Valid,Non-standard,1453
4328294,431524008,Abnormal gait due to impairment of balance,Clinical Finding,SNOMED,Valid,Standard,1442
37117058,90351000119108,Vaccination not done,Context-dependent,SNOMED,Valid,Standard,1441
764227,452271000124108,Long-term current use of opiate analgesic drug,Context-dependent,SNOMED,Valid,Standard,1428
4311963,85659009,Aneurysm,Morph Abnormality,SNOMED,Valid,Standard,1424
4192740,75753009,Blood clot,Morph Abnormality,SNOMED,Valid,Standard,1424
4175576,297186008,Motorcycle accident,Event,SNOMED,Valid,Standard,1423
44783302,699373005,Exposure to asbestos,Event,SNOMED,Valid,Standard,1413
4095498,292092008,Diagnostic agent adverse reaction,Disorder,SNOMED,Valid,Standard,1413
435443,17886000,Fall from wheelchair,Event,SNOMED,Valid,Standard,1412
43021779,473424007,Hearing loss of left ear,Disorder,SNOMED,Valid,Standard,1411
4218981,41915009,Stasis ulcer,Morph Abnormality,SNOMED,Valid,Standard,1411
4328884,22036004,Pseudoaneurysm,Morph Abnormality,SNOMED,Valid,Standard,1399
4324533,71072006,Angiodysplasia,Morph Abnormality,SNOMED,Valid,Non-standard,1399
432803,86591008,Fall from ladder,Event,SNOMED,Valid,Standard,1379
4023168,105529008,Lives alone,Clinical Finding,SNOMED,Valid,Standard,1366
4086755,243873002,Warfarin monitoring status,Clinical Finding,SNOMED,Valid,Standard,1365
4032524,129836000,Noncompliance with therapeutic regimen,Clinical Finding,SNOMED,Valid,Standard,1309
37116643,733423003,Food insecurity,Clinical Finding,SNOMED,Valid,Standard,1308
927172,96132,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment plan...",CPT4,CPT4,Valid,Standard,1281
4316183,217701002,Cat bite,Event,SNOMED,Valid,Standard,1274
4062746,171279008,Immunization due,Clinical Finding,SNOMED,Valid,Standard,1274
4182771,366356005,Food and drink intake - finding,Clinical Finding,SNOMED,Valid,Standard,1270
4051119,160313009,Family history of osteoporosis,Context-dependent,SNOMED,Valid,Standard,1270
4020878,213020009,Allergy to egg protein,Clinical Finding,SNOMED,Valid,Non-standard,1254
4253951,74532006,Malignant glioma,Morph Abnormality,SNOMED,Valid,Standard,1252
4164696,293637006,Allergy to contrast media,Clinical Finding,SNOMED,Valid,Non-standard,1251
4037848,162651007,Patient examined,Context-dependent,SNOMED,Valid,Non-standard,1247
4051702,160417009,Family history of congenital disease,Context-dependent,SNOMED,Valid,Standard,1242
4251903,410385005,Family planning surveillance,Procedure,SNOMED,Valid,Standard,1234
4164546,293500009,Angiotensin-converting-enzyme inhibitor adverse reaction,Disorder,SNOMED,Valid,Standard,1226
36712857,134561000119109,Family disruption due to death of family member,Clinical Finding,SNOMED,Valid,Standard,1226
4084838,183646003,Postoperative visit,Clinical Finding,SNOMED,Valid,Standard,1225
433658,292954005,Penicillin adverse reaction,Disorder,SNOMED,Valid,Standard,1216
37117119,328941000119101,Long-term current use of bisphosphonates,Context-dependent,SNOMED,Valid,Standard,1212
43533339,G8907,Patient documented not to have experienced any of the following events: a burn prior to discharge; a fall within the facility; wrong site/side/patient/procedure/implant event; or a hospital transfer or hospital admission upon discharge from the facility,HCPCS,HCPCS,Valid,Standard,1211
4051568,160324006,Family history of mental disorder,Context-dependent,SNOMED,Valid,Standard,1211
43533358,G8918,Patient without preoperative order for iv antibiotic surgical site infection (ssi) prophylaxis,HCPCS,HCPCS,Valid,Standard,1209
40486191,449239005,Central venous catheter in situ,Clinical Finding,SNOMED,Valid,Non-standard,1190
4204524,55020008,"Follicular lymphoma, grade 2",Morph Abnormality,SNOMED,Valid,Standard,1187
40484010,442535004,Unilateral conductive hearing loss,Context-dependent,SNOMED,Valid,Non-standard,1182
4036430,228462007,Total number of sexual partners ever,Observable Entity,SNOMED,Valid,Standard,1179
443370,293453002,Diuretic adverse reaction,Disorder,SNOMED,Valid,Standard,1177
42535090,15936341000119106,Need for personal care assistance,Clinical Finding,SNOMED,Valid,Standard,1175
4051110,160292002,Family history of leukemia,Context-dependent,SNOMED,Valid,Standard,1173
37016166,133261000119105,Exposure to potentially hazardous substance,Event,SNOMED,Valid,Standard,1171
40479792,444491009,Exposure to viral hepatitis,Event,SNOMED,Valid,Standard,1170
4171825,48499001,Increased body mass index,Clinical Finding,SNOMED,Valid,Standard,1166
4093972,248327008,General finding of height,Clinical Finding,SNOMED,Valid,Standard,1164
4312972,216427005,"Place of occurrence of accident or poisoning, old people's home",Location,SNOMED,Valid,Non-standard,1156
441194,218218000,Overexertion and strenuous movements,Event,SNOMED,Valid,Standard,1146
4149565,31069005,Fibroepithelial polyp,Morph Abnormality,SNOMED,Valid,Standard,1139
4043693,129214009,Acquired arteriovenous fistula,Morph Abnormality,SNOMED,Valid,Standard,1136
4178109,50007008,Chordoma,Morph Abnormality,SNOMED,Valid,Standard,1135
4178537,297239000,Family history of neurological disorder,Context-dependent,SNOMED,Valid,Standard,1131
4276268,365523001,"Legal, financial, employment and/or socioeconomic history finding",Clinical Finding,SNOMED,Valid,Standard,1130
42537736,737288007,Intrauterine contraceptive device in situ,Clinical Finding,SNOMED,Valid,Non-standard,1130
4012078,162062008,No vomiting,Context-dependent,SNOMED,Valid,Standard,1126
4021315,225358003,Wound care,Procedure,SNOMED,Valid,Standard,1114
2106255,3049F,Most recent LDL-C 100-129 mg/dL (CAD) (DM),CPT4,CPT4,Valid,Non-standard,1108
4017303,170695009,Mental handicap problem,Clinical Finding,SNOMED,Valid,Non-standard,1096
4209742,56768003,Gunshot wound,Morph Abnormality,SNOMED,Valid,Standard,1085
927173,96133,"Neuropsychological testing evaluation services by physician or other qualified health care professional, including integration of patient data, interpretation of standardized test results and clinical data, clinical decision making, treatment plan...",CPT4,CPT4,Valid,Standard,1079
40480136,443143006,Dependence on hemodialysis,Clinical Finding,SNOMED,Valid,Standard,1074
4151031,310374009,MMR vaccination status,Clinical Finding,SNOMED,Valid,Standard,1070
4171724,419808006,Finding related to health insurance issues,Clinical Finding,SNOMED,Valid,Standard,1066
4088026,243833008,Postnatal care status,Clinical Finding,SNOMED,Valid,Standard,1066
606878,1148757008,Microcephaly,Clinical Finding,SNOMED,Valid,Standard,1064
4267895,61814002,Dysplastic nevus,Morph Abnormality,SNOMED,Valid,Standard,1061
4228483,405749004,Newly diagnosed diabetes,Disorder,SNOMED,Valid,Standard,1060
40479782,444482005,Exposure to Severe acute respiratory syndrome coronavirus,Event,SNOMED,Valid,Standard,1035
4022895,11671000,Adenoid cystic carcinoma,Morph Abnormality,SNOMED,Valid,Standard,1029
2101934,1111F,Discharge medications reconciled with the current medication list in outpatient medical record (COA) (GER),CPT4,CPT4,Valid,Non-standard,1028
441744,292799005,Anti-infectives adverse reaction,Disorder,SNOMED,Valid,Standard,1026
42628420,GC,This service has been performed in part by a resident under the direction of a teaching physician,CPT4 Modifier,CPT4,Valid,Standard,1020
763589,443381000124105,Obese class II,Clinical Finding,SNOMED,Valid,Standard,1018
4248196,9447003,Spastic gait,Clinical Finding,SNOMED,Valid,Standard,1012
432800,219218005,Assault by cutting and stabbing instruments,Event,SNOMED,Valid,Standard,1006
443368,293492009,Carbonic anhydrase inhibitor adverse reaction,Disorder,SNOMED,Valid,Standard,998
37117117,21541000119102,Left without being seen,Clinical Finding,SNOMED,Valid,Standard,987
4085789,185324002,Failed encounter,Clinical Finding,SNOMED,Valid,Standard,986
4222734,40104005,Fall in home,Event,SNOMED,Valid,Standard,982
4194691,79282002,"Carcinoma, metastatic",Morph Abnormality,SNOMED,Valid,Standard,979
4148887,270459005,Patient on waiting list,Clinical Finding,SNOMED,Valid,Standard,976
4162365,398196000,Failed intubation,Context-dependent,SNOMED,Valid,Non-standard,971
443372,293417004,Lipid-lowering drug adverse reaction,Disorder,SNOMED,Valid,Standard,969
4059000,161838002,Infant feeding problem,Clinical Finding,SNOMED,Valid,Standard,954
2106582,31615,Tracheobronchoscopy through established tracheostomy incision,CPT4,CPT4,Valid,Non-standard,950
4111052,285055002,Does use hearing aid,Clinical Finding,SNOMED,Valid,Standard,949
4195317,44598004,Leiomyoma,Morph Abnormality,SNOMED,Valid,Non-standard,938
4324949,71307009,Ganglion cyst,Morph Abnormality,SNOMED,Valid,Standard,934
4220842,82612009,Stumbling,Event,SNOMED,Valid,Standard,932
36712780,11717701000119108,Slow weight gain,Clinical Finding,SNOMED,Valid,Standard,921
4109438,1806006,Eruption,Morph Abnormality,SNOMED,Valid,Standard,919
4214798,417451006,Procedure needed,Context-dependent,SNOMED,Valid,Standard,910
4301680,385971003,Dialysis care,Procedure,SNOMED,Valid,Standard,903
4109737,18126004,Diverticulitis,Morph Abnormality,SNOMED,Valid,Standard,902
441206,292040004,Analgesic adverse reaction,Disorder,SNOMED,Valid,Standard,892
4241216,5935008,Uses oral contraception,Clinical Finding,SNOMED,Valid,Standard,886
40491445,448713003,Intravenous catheter in situ,Clinical Finding,SNOMED,Valid,Non-standard,886
4301120,78303004,"Meningioma, malignant",Morph Abnormality,SNOMED,Valid,Standard,885
4296398,386389001,Pessary care,Procedure,SNOMED,Valid,Standard,883
436292,217897003,Accidental collision with stationary object,Event,SNOMED,Valid,Standard,882
4208913,439960005,Binge eating disorder,Disorder,SNOMED,Valid,Standard,882
4312119,425075004,Bruises easily,Context-dependent,SNOMED,Valid,Standard,880
4086928,243818000,IUCD status,Clinical Finding,SNOMED,Valid,Non-standard,873
4009390,102609007,Feeding problem in child,Clinical Finding,SNOMED,Valid,Standard,865
4160280,430283008,Family history of sudden death,Context-dependent,SNOMED,Valid,Standard,863
4301596,78104003,Regurgitation of gastric content,Clinical Finding,SNOMED,Valid,Standard,859
4214641,4147007,Mass,Morph Abnormality,SNOMED,Valid,Standard,859
4174876,424213003,Allergy to bee venom,Clinical Finding,SNOMED,Valid,Non-standard,855
2721600,S9999,Sales tax,HCPCS,HCPCS,Valid,Standard,854
4203375,433276002,Family history of atrial fibrillation,Context-dependent,SNOMED,Valid,Standard,853
440598,419912001,Overexertion,Event,SNOMED,Valid,Standard,852
437187,219235009,Assault by striking by blunt or thrown object,Event,SNOMED,Valid,Standard,851
4054796,242889009,Assault with body part,Event,SNOMED,Valid,Standard,849
440288,57701003,Accident while engaged in sports activity,Event,SNOMED,Valid,Standard,847
4175518,278002000,Soft tissue mass,Morph Abnormality,SNOMED,Valid,Standard,846
36660679,95049-3,Type of bag-mask ventilation used,Clinical Observation,LOINC,Valid,Standard,846
4330220,430954001,Family history of malignant neoplasm of genital structure,Context-dependent,SNOMED,Valid,Standard,835
4061406,169491004,IUD check,Clinical Finding,SNOMED,Valid,Non-standard,832
4270154,364320009,Pregnancy observable,Observable Entity,SNOMED,Valid,Standard,829
4169883,49158009,Emphysema,Morph Abnormality,SNOMED,Valid,Standard,829
4310928,216323008,"Place of occurrence of accident or poisoning, private home",Location,SNOMED,Valid,Non-standard,822
4326678,430695000,Family history of genetic disorder carrier,Context-dependent,SNOMED,Valid,Standard,819
443332,214344005,Motor vehicle traffic accident due to loss of control without collision on the road,Event,SNOMED,Valid,Standard,815
4055396,242693000,Accident due to physical impact or mechanical violence,Event,SNOMED,Valid,Standard,811
141305,194425006,Unilateral sensorineural hearing loss with unrestricted hearing on the contralateral side,Context-dependent,SNOMED,Valid,Non-standard,805
42872460,450451007,Overweight in childhood,Clinical Finding,SNOMED,Valid,Standard,804
44786671,74013-4,Alcoholic drinks per day,Clinical Observation,LOINC,Valid,Standard,801
43021867,288531000119103,Problem related to social environment,Clinical Finding,SNOMED,Valid,Non-standard,801
4049909,15949004,"Thymoma, malignant",Morph Abnormality,SNOMED,Valid,Standard,800
40792483,LP16093-4,Codeine,LOINC Component,LOINC,Valid,Non-standard,799
44787260,LP171618-4,Lisinopril,LOINC Component,LOINC,Valid,Non-standard,795
4325190,427858005,Family history of malignant melanoma,Context-dependent,SNOMED,Valid,Standard,791
4326265,75148009,Employment problem,Clinical Finding,SNOMED,Valid,Standard,789
4008070,111088007,Latex,Substance,SNOMED,Valid,Non-standard,781
443423,386662004,Pedal cycle accident,Event,SNOMED,Valid,Standard,780
442031,302979006,Accidentally struck by or against stationary object,Event,SNOMED,Valid,Standard,780
45949917,162538,Latex,Misc,CIEL,Valid,Non-standard,778
40789322,LP17009-9,Latex,LOINC Component,LOINC,Valid,Non-standard,778
3424892,111088007,Latex,Substance,Nebraska Lexicon,Valid,Non-standard,778
4201415,51549004,Leiomyosarcoma,Morph Abnormality,SNOMED,Valid,Non-standard,777
4148410,266898002,FH: Respiratory disease,Context-dependent,SNOMED,Valid,Standard,775
4042860,228273003,Finding relating to alcohol drinking behavior,Clinical Finding,SNOMED,Valid,Standard,774
4191591,39000009,Hemangiosarcoma,Morph Abnormality,SNOMED,Valid,Standard,773
437738,214640008,Motor vehicle accident off public road,Event,SNOMED,Valid,Standard,770
433657,242413007,Fall from furniture,Event,SNOMED,Valid,Standard,769
40479328,444356002,Exposure to Human immunodeficiency virus,Event,SNOMED,Valid,Standard,763
37310279,1240631000000102,Did not attend SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccination,Clinical Finding,SNOMED,Valid,Standard,762
4261613,4506002,Educational problem,Clinical Finding,SNOMED,Valid,Standard,759
4303690,418420002,Intentionally harming self,Event,SNOMED,Valid,Standard,758
4271006,400061001,Abrasion,Morph Abnormality,SNOMED,Valid,Standard,758
40795773,LP15174-3,Morphine,LOINC Component,LOINC,Valid,Non-standard,758
40482357,443596009,Dependence on peritoneal dialysis,Clinical Finding,SNOMED,Valid,Standard,756
4230587,40411000,"Follicular lymphoma, grade 3",Morph Abnormality,SNOMED,Valid,Standard,747
4301716,386091000,Finding related to compliance with treatment,Clinical Finding,SNOMED,Valid,Standard,739
4125836,305794006,Seen by radiotherapy service,Clinical Finding,SNOMED,Valid,Standard,739
4164954,40935003,Meningiomatosis,Morph Abnormality,SNOMED,Valid,Standard,734
4147210,30213001,Lymphatic edema,Morph Abnormality,SNOMED,Valid,Standard,725
765735,445261000124106,Nutrition impaired,Clinical Finding,SNOMED,Valid,Standard,721
4050007,12402003,Scar,Morph Abnormality,SNOMED,Valid,Standard,721
46270007,117361000119104,Family history of sudden cardiac death,Context-dependent,SNOMED,Valid,Standard,719
4148715,35262004,Gliosarcoma,Morph Abnormality,SNOMED,Valid,Standard,719
2106256,3050F,Most recent LDL-C greater than or equal to 130 mg/dL (CAD) (DM),CPT4,CPT4,Valid,Non-standard,716
44782708,216621000119100,Stent in anterior descending branch of left coronary artery,Clinical Finding,SNOMED,Valid,Non-standard,712
4268546,365458002,Education and/or schooling finding,Clinical Finding,SNOMED,Valid,Standard,712
4032495,14990007,"Chondrosarcoma, no ICD-O subtype",Morph Abnormality,SNOMED,Valid,Non-standard,712
44782693,130551000119103,Stent in branch of right coronary artery,Clinical Finding,SNOMED,Valid,Non-standard,710
37017056,713240003,Supervision of high risk pregnancy with poor obstetric history,Procedure,SNOMED,Valid,Standard,706
4234631,440311000,Suprapubic urinary catheter in situ,Clinical Finding,SNOMED,Valid,Non-standard,704
4061426,169578003,Antenatal care: obstetric risk,Context-dependent,SNOMED,Valid,Standard,697
4050816,160357008,FH: Hypertension,Context-dependent,SNOMED,Valid,Standard,697
440121,194418004,Unilateral conductive hearing loss with unrestricted hearing on the contralateral side,Context-dependent,SNOMED,Valid,Non-standard,691
4237009,405786003,Poor response to treatment,Context-dependent,SNOMED,Valid,Standard,685
45773394,702686008,Surveillance of oral contraception,Procedure,SNOMED,Valid,Standard,683
4132143,26514007,Draining wound,Morph Abnormality,SNOMED,Valid,Standard,682
4140797,305799001,Seen by pain management service,Clinical Finding,SNOMED,Valid,Standard,680
439989,293177002,Insulin adverse reaction,Disorder,SNOMED,Valid,Standard,672
40664761,G8756,"No documentation of blood pressure measurement, reason not given",HCPCS,HCPCS,Valid,Standard,671
4319710,217900005,Accidentally struck by stationary object,Event,SNOMED,Valid,Standard,668
4168834,419885006,Beta lactam adverse reaction,Disorder,SNOMED,Valid,Standard,668
4219492,726007,"Pathology consultation, comprehensive, records and specimen with report",Procedure,SNOMED,Valid,Standard,662
4165539,47563007,Nutritional deficiency state,Clinical Finding,SNOMED,Valid,Standard,662
44782791,68971000119104,Biventricular automatic implantable cardioverter defibrillator in situ,Clinical Finding,SNOMED,Valid,Non-standard,658
43533361,G8978,"Mobility: walking & moving around functional limitation, current status, at therapy episode outset and at reporting intervals (Deprecated)",HCPCS,HCPCS,Valid,Standard,653
4029703,108220007,Evaluation AND/OR management - new patient,Procedure,SNOMED,Valid,Standard,652
4232398,439750006,Family history of hearing loss,Context-dependent,SNOMED,Valid,Standard,649
44782657,698303004,Awaiting transplantation of bone marrow,Context-dependent,SNOMED,Valid,Standard,645
36684077,782162007,Bite of non-human animal,Event,SNOMED,Valid,Standard,643
4267355,365453006,Language spoken - finding,Clinical Finding,SNOMED,Valid,Standard,642
4114538,255417007,Cirrhotic,Qualifier Value,SNOMED,Valid,Standard,640
4263845,60818005,Aphagia,Clinical Finding,SNOMED,Valid,Standard,634
40789187,LP15265-9,Amoxicillin,LOINC Component,LOINC,Valid,Non-standard,634
4095177,250018006,Toe-walking gait,Clinical Finding,SNOMED,Valid,Standard,629
4051255,160427003,Family history with explicit context pertaining to mother,Context-dependent,SNOMED,Valid,Standard,627
438872,267023007,Excessive eating,Clinical Finding,SNOMED,Valid,Standard,626
4329788,430542006,Family history of malignant neoplasm of urinary bladder,Context-dependent,SNOMED,Valid,Standard,626
4046893,134436002,Lifestyle,Clinical Finding,SNOMED,Valid,Non-standard,626
432504,217176002,Accident caused by fire and flames,Event,SNOMED,Valid,Standard,624
3661779,870677001,Adverse reaction to benzodiazepine,Disorder,SNOMED,Valid,Standard,624
4143067,267100006,Nasal obstruction present,Context-dependent,SNOMED,Valid,Standard,623
432807,218016007,Accidents caused by cutting and piercing instruments or objects,Event,SNOMED,Valid,Standard,622
4236657,90725004,Serous cystadenocarcinoma,Morph Abnormality,SNOMED,Valid,Standard,619
4086921,243796009,Situation with explicit context,Context-dependent,SNOMED,Valid,Standard,617
4029182,128854008,Pilocytic astrocytoma,Morph Abnormality,SNOMED,Valid,Standard,616
4031252,129819008,Prescribed medication regimen behavior finding,Clinical Finding,SNOMED,Valid,Standard,614
4028320,1338007,Basal cell carcinoma,Morph Abnormality,SNOMED,Valid,Standard,614
4293855,401207004,Medication side effects present,Clinical Finding,SNOMED,Valid,Standard,609
442444,214227009,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, pedestrian injured",Event,SNOMED,Valid,Standard,608
4222605,83813007,Tube feeding diet,Clinical Finding,SNOMED,Valid,Standard,608
4195605,44132006,Abscess morphology,Morph Abnormality,SNOMED,Valid,Standard,607
4049499,2092003,Malignant melanoma,Morph Abnormality,SNOMED,Valid,Non-standard,602
4092869,250029005,Sensory ataxic gait,Clinical Finding,SNOMED,Valid,Standard,595
4053863,242387001,Fall due to slipping on ice or snow,Event,SNOMED,Valid,Standard,593
764180,451721000124107,Medication care plan discussed with patient,Context-dependent,SNOMED,Valid,Non-standard,586
4230638,88817006,Exposure to inanimate mechanical force,Event,SNOMED,Valid,Standard,586
45766229,703346001,Requires respiratory syncytial virus vaccination,Clinical Finding,SNOMED,Valid,Standard,585
4147794,268227001,Unilateral undescended testis,Context-dependent,SNOMED,Valid,Non-standard,585
36674264,771191003,Bite of insect,Event,SNOMED,Valid,Standard,585
4197675,51670003,Mural thrombus,Morph Abnormality,SNOMED,Valid,Standard,581
443547,419901001,Non-steroidal anti-inflammatory drug adverse reaction,Disorder,SNOMED,Valid,Standard,579
435147,292331008,Sedative adverse reaction,Disorder,SNOMED,Valid,Standard,579
4190577,394888000,Hormone replacement therapy requested,Context-dependent,SNOMED,Valid,Standard,574
40479809,444507004,Exposure to Mycobacterium tuberculosis,Event,SNOMED,Valid,Standard,572
441193,302981008,Accident caused by nonpowered hand tools and implements,Event,SNOMED,Valid,Standard,568
4102387,253053003,Benign hemangioma,Morph Abnormality,SNOMED,Valid,Standard,567
4202016,308252005,Admission to radiotherapy department,Procedure,SNOMED,Valid,Standard,566
4216727,71893005,Struck by falling object,Event,SNOMED,Valid,Standard,565
4188203,46744002,"Follicular lymphoma, grade 1",Morph Abnormality,SNOMED,Valid,Standard,565
4219855,39781001,Primitive neuroectodermal tumor,Morph Abnormality,SNOMED,Valid,Standard,561
441764,269713002,Inhalation or ingestion of foreign body with respiratory obstruction or suffocation,Event,SNOMED,Valid,Standard,560
4146758,30285000,Verruca,Morph Abnormality,SNOMED,Valid,Standard,559
42536694,735643002,Short stature of childhood,Disorder,SNOMED,Valid,Standard,558
439650,218035007,Accident caused by knife,Event,SNOMED,Valid,Standard,552
4274423,365483002,Finding related to care and support circumstances and networks,Clinical Finding,SNOMED,Valid,Standard,552
764565,456691000124107,Family history of drug abuse,Context-dependent,SNOMED,Valid,Standard,551
4314454,424136002,Contraceptive use behavior,Observable Entity,SNOMED,Valid,Standard,545
4152813,28332004,Family disruption,Clinical Finding,SNOMED,Valid,Standard,544
45763650,700094005,Intolerance to milk,Clinical Finding,SNOMED,Valid,Standard,538
432788,217896007,Accidental bumping into stationary object,Event,SNOMED,Valid,Standard,534
4264259,364196001,Micturition feature,Observable Entity,SNOMED,Valid,Standard,529
4196068,44588005,Iodine,Substance,SNOMED,Valid,Non-standard,527
4175212,275936005,Patient noncompliance - general,Context-dependent,SNOMED,Valid,Standard,527
40775854,LP15157-8,Iodine,LOINC Component,LOINC,Valid,Non-standard,527
4164876,294505008,Allergy to amoxicillin,Clinical Finding,SNOMED,Valid,Non-standard,526
44790446,198301000000109,Family history of deep vein thrombosis,Context-dependent,SNOMED,Valid,Standard,522
4263947,36191001,Perforation,Morph Abnormality,SNOMED,Valid,Standard,521
43533324,G8979,"Mobility: walking & moving around functional limitation, projected goal status, at therapy episode outset, at reporting intervals, and at discharge or to end reporting (Deprecated)",HCPCS,HCPCS,Valid,Standard,519
4295048,385786002,Chemotherapy care,Procedure,SNOMED,Valid,Standard,518
4016910,170541005,Requires a hepatitis A vaccination,Clinical Finding,SNOMED,Valid,Standard,516
763984,449351000124100,Long-term current use of aromatase inhibitor,Context-dependent,SNOMED,Valid,Standard,512
4328583,430292006,Family history of malignant neoplasm of breast in first degree relative,Context-dependent,SNOMED,Valid,Standard,509
441751,269722001,Adverse reaction to salicylate,Disorder,SNOMED,Valid,Standard,507
4326679,430703009,Family history of malignant neoplasm of kidney,Context-dependent,SNOMED,Valid,Standard,506
37108767,123371000119105,Prophylactic aromatase inhibitors given,Context-dependent,SNOMED,Valid,Non-standard,503
4287256,69449002,Drug action,Clinical Finding,SNOMED,Valid,Standard,497
4327723,430801003,Family history of pulmonary embolism,Context-dependent,SNOMED,Valid,Standard,495
43021337,460615006,Education with explicit context,Context-dependent,SNOMED,Valid,Standard,492
4322889,428116008,Multifactorial gait problem,Clinical Finding,SNOMED,Valid,Standard,489
4053378,160316001,FH: Blood disorder,Context-dependent,SNOMED,Valid,Standard,485
4062344,170993004,Counseled by a nurse,Context-dependent,SNOMED,Valid,Non-standard,480
4035673,130951007,Urinary bladder retention of urine,Observable Entity,SNOMED,Valid,Standard,480
43533318,G8997,"Swallowing functional limitation, projected goal status, at therapy episode outset, at reporting intervals, and at discharge or to end reporting (Deprecated)",HCPCS,HCPCS,Valid,Standard,474
443347,292162001,General anesthetic drug adverse reaction,Disorder,SNOMED,Valid,Standard,473
43533285,G8996,"Swallowing functional limitation, current status at therapy episode outset and at reporting intervals (Deprecated)",HCPCS,HCPCS,Valid,Standard,472
4167781,293597001,Allergy to codeine,Clinical Finding,SNOMED,Valid,Non-standard,472
4050929,160406008,FH: Skin disease,Context-dependent,SNOMED,Valid,Standard,472
40779218,LP15380-6,Ciprofloxacin,LOINC Component,LOINC,Valid,Non-standard,470
4179232,429000004,Family history of malignant neoplasm of pancreas,Context-dependent,SNOMED,Valid,Standard,469
4132309,26636000,Sudden death,Event,SNOMED,Valid,Standard,469
40484566,444000005,Short stature for age,Clinical Finding,SNOMED,Valid,Standard,469
4279699,367643001,Cyst,Morph Abnormality,SNOMED,Valid,Standard,468
4325372,430329007,Family history of celiac disease,Context-dependent,SNOMED,Valid,Standard,467
4294924,385736008,Dying care,Procedure,SNOMED,Valid,Standard,466
4121313,302768007,Employment finding,Clinical Finding,SNOMED,Valid,Standard,464
4140933,305877000,Seen by occupational health service,Clinical Finding,SNOMED,Valid,Standard,458
2414361,99080,"Special reports such as insurance forms, more than the information conveyed in the usual medical communications or standard reporting form",CPT4,CPT4,Valid,Standard,458
4163057,293586001,Allergy to aspirin,Clinical Finding,SNOMED,Valid,Non-standard,454
4053377,160314003,FH: Hypercholesterolemia,Context-dependent,SNOMED,Valid,Standard,453
4146976,35468003,Crushed in between objects,Event,SNOMED,Valid,Standard,452
40772730,LP17276-4,levoFLOXacin,LOINC Component,LOINC,Valid,Non-standard,448
4147001,35566002,Hematoma,Morph Abnormality,SNOMED,Valid,Standard,447
43530675,1431000119101,Exposure to tuberculosis,Event,SNOMED,Valid,Standard,445
36717636,717795009,Supervision of pregnancy with history of insufficient antenatal care,Procedure,SNOMED,Valid,Standard,445
4205255,309523001,Artificial lens present,Clinical Finding,SNOMED,Valid,Non-standard,442
3050122,49033-4,Menstrual History - Reported,Clinical Observation,LOINC,Valid,Standard,442
4311068,216390000,"Place of occurrence of accident or poisoning, public building",Location,SNOMED,Valid,Non-standard,441
