Id,Code,Name,Standard Class,Vocab,Validity,Concept,Frequency
2109778,52260,"Cystourethroscopy, with dilation of bladder for interstitial cystitis; general or conduction (spinal) anesthesia",Undefined,CPT4,Invalid,Non-standard,175
2110309,59410,Vaginal delivery only (with or without episiotomy and/or forceps); including postpartum care,Undefined,CPT4,Invalid,Non-standard,175
4030868,1407007,"Application of long leg cast, brace type",Procedure,SNOMED,Valid,Standard,175
4083126,241541005,High resolution CT of lungs,Procedure,SNOMED,Valid,Standard,175
4206917,56237003,Drainage of external auditory canal abscess,Procedure,SNOMED,Valid,Standard,175
46271144,709197008,Endoscopic insertion of stent into bile duct,Procedure,SNOMED,Valid,Standard,175
2104895,27218,"Open treatment of posterior pelvic bone fracture and/or dislocation, for fracture patterns that disrupt the pelvic ring, unilateral, includes internal fixation, when performed (includes ipsilateral ilium, sacroiliac joint and/or sacrum)",Undefined,CPT4,Invalid,Non-standard,174
2105027,27385,Suture of quadriceps or hamstring muscle rupture; primary,Undefined,CPT4,Invalid,Non-standard,174
4016388,103742009,Renewal of prescription,Procedure,SNOMED,Valid,Standard,174
42628234,47538,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholangiography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) when performed, and all associated rad...",Undefined,CPT4,Invalid,Non-standard,174
42738325,90782,"Therapeutic, prophylactic or diagnostic injection (specify material injected); subcutaneous or intramuscular (Deprecated)",Undefined,CPT4,Invalid,Non-standard,174
2101958,11312,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm",Undefined,CPT4,Invalid,Non-standard,173
2105877,29305,Application of hip spica cast; 1 leg,Undefined,CPT4,Invalid,Non-standard,173
2106607,31638,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with revision of tracheal or bronchial stent inserted at previous session (includes tracheal/bronchial dilation as required)",Undefined,CPT4,Invalid,Non-standard,173
2106665,31820,Surgical closure tracheostomy or fistula; without plastic repair,Undefined,CPT4,Invalid,Non-standard,173
37109204,2251000087105,MRI of right femur,Procedure,SNOMED,Valid,Standard,173
4010117,112720007,"Application of body cast, shoulder to hips",Procedure,SNOMED,Valid,Standard,173
4047258,13091001,Dilation and curettage,Procedure,SNOMED,Valid,Standard,173
4243017,38213000,Closure of intestinal cutaneous fistula,Procedure,SNOMED,Valid,Standard,173
4305076,386791007,Cystoscopy and transurethral resection of neoplasm of urinary bladder,Procedure,SNOMED,Valid,Standard,173
2104421,26160,"Excision of lesion of tendon sheath or joint capsule (eg, cyst, mucous cyst, or ganglion), hand or finger",Undefined,CPT4,Invalid,Non-standard,172
2109105,44385,"Endoscopic evaluation of small intestinal pouch (eg, Kock pouch, ileal reservoir [S or J]); diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Undefined,CPT4,Invalid,Non-standard,172
2105369,27758,"Open treatment of tibial shaft fracture (with or without fibular fracture), with plate/screws, with or without cerclage",Undefined,CPT4,Invalid,Non-standard,172
4013637,113094008,"Diagnostic radiography of chest, lateral",Procedure,SNOMED,Valid,Non-standard,172
4291643,37354008,Application of shoulder spica,Procedure,SNOMED,Valid,Standard,172
4230536,359953009,Booster vaccination,Procedure,SNOMED,Valid,Standard,172
2514533,99404,Preventive medicine counseling and/or risk factor reduction intervention(s) provided to an individual (separate procedure); approximately 60 minutes,Undefined,CPT4,Invalid,Non-standard,172
2103438,22207,"Osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); lumbar",Undefined,CPT4,Invalid,Non-standard,171
2105829,29046,"Application of body cast, shoulder to hips; including both thighs",Undefined,CPT4,Invalid,Non-standard,171
2106423,31290,"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak; ethmoid region",Undefined,CPT4,Invalid,Non-standard,171
2107458,33917,Repair of pulmonary artery stenosis by reconstruction with patch or graft,Undefined,CPT4,Invalid,Non-standard,171
2107797,35471,"Balloon dilation of narrowed or blocked organ artery, accessed through the skin (Deprecated)",Undefined,CPT4,Invalid,Non-standard,171
4010246,112745005,Open reduction of fracture of radius with internal fixation,Procedure,SNOMED,Valid,Standard,171
4128540,23676000,Partial excision of pituitary gland by transsphenoidal approach,Procedure,SNOMED,Valid,Standard,171
4238384,67727001,Repair of artery with suture,Procedure,SNOMED,Valid,Standard,171
42739970,93743,"Electronic analysis of pacing cardioverter-defibrillator (includes interrogation, evaluation of pulse generator status, evaluation of programmable parameters at rest and during activity where applicable, using electrocardiographic recordin... (Dep...",Undefined,CPT4,Invalid,Non-standard,171
4353741,250980009,Cardioversion,Procedure,SNOMED,Valid,Standard,171
2108643,41150,"Glossectomy; composite procedure with resection floor of mouth and mandibular resection, without radical neck dissection",Undefined,CPT4,Invalid,Non-standard,170
4262588,396225009,Sigmoidoscopy with biopsy,Procedure,SNOMED,Valid,Standard,170
42742495,22634,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace, lumbar; each additional inte...",Undefined,CPT4,Invalid,Non-standard,170
2102774,19370,"Revision of peri-implant capsule, breast, including capsulotomy, capsulorrhaphy, and/or partial capsulectomy",Undefined,CPT4,Invalid,Non-standard,169
2105242,27606,"Tenotomy, percutaneous, Achilles tendon (separate procedure); general anesthesia",Undefined,CPT4,Invalid,Non-standard,169
2107968,35665,"Bypass graft, with other than vein; iliofemoral",Undefined,CPT4,Invalid,Non-standard,169
4076886,179460006,Arthrodesis of first metatarsophalangeal joint,Procedure,SNOMED,Valid,Standard,169
4132297,26586004,Closure of gastrostomy,Procedure,SNOMED,Valid,Standard,169
45765634,702618002,Radionuclide imaging of whole body for detection of liver to lung shunt using technetium 99m macroaggregated albumin,Procedure,SNOMED,Valid,Standard,169
710027,95712,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, 2-12 hours; with intermittent monitoring and maintenance",Undefined,CPT4,Invalid,Non-standard,169
2110181,58260,"Vaginal hysterectomy, for uterus 250 g or less",Undefined,CPT4,Invalid,Non-standard,168
2102599,17263,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 2.1 to 3.0 cm",Undefined,CPT4,Invalid,Non-standard,168
2103797,23931,"Incision and drainage, upper arm or elbow area; bursa",Undefined,CPT4,Invalid,Non-standard,168
36713216,409541000119102,Computed tomography of right tibia and fibula with contrast,Procedure,SNOMED,Valid,Standard,168
4304565,419658002,Fluoroscopic angiography of pelvic vascular structure with contrast,Procedure,SNOMED,Valid,Standard,168
2107719,35236,Repair blood vessel with vein graft; upper extremity,Undefined,CPT4,Invalid,Non-standard,167
2108476,38570,"Laparoscopy, surgical; with retroperitoneal lymph node sampling (biopsy), single or multiple",Undefined,CPT4,Invalid,Non-standard,167
4030390,13910004,Combined anteroposterior colporrhaphy,Procedure,SNOMED,Valid,Standard,222
35621593,405791000119100,Revision of transjugular intrahepatic portosystemic shunt,Procedure,SNOMED,Valid,Standard,167
4097951,26906007,"Application of dressing, pressure",Procedure,SNOMED,Valid,Standard,455
4121000,302448002,Previous chest wall incision - reopening,Procedure,SNOMED,Valid,Standard,166
4160270,430362004,Application of lower extremity splint,Procedure,SNOMED,Valid,Standard,166
4300371,387629000,Nipple and areola reconstruction,Procedure,SNOMED,Valid,Standard,166
2105151,27507,"Open treatment of femoral shaft fracture with plate/screws, with or without cerclage",Undefined,CPT4,Invalid,Non-standard,165
2105408,27822,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip",Undefined,CPT4,Invalid,Non-standard,165
2107457,33916,"Pulmonary endarterectomy, with or without embolectomy, with cardiopulmonary bypass",Undefined,CPT4,Invalid,Non-standard,165
4030819,238264002,Drainage of pelvic abscess,Procedure,SNOMED,Valid,Standard,177
4135596,31501000,Ethmoid sinusectomy,Procedure,SNOMED,Valid,Standard,165
4334808,433235006,Fetal echocardiography,Procedure,SNOMED,Valid,Standard,951
2104653,26665,"Open treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), includes internal fixation, when performed",Undefined,CPT4,Invalid,Non-standard,164
2111030,67039,"Vitrectomy, mechanical, pars plana approach; with focal endolaser photocoagulation",Undefined,CPT4,Invalid,Non-standard,164
2111123,67917,"Repair of ectropion; extensive (eg, tarsal strip operations)",Undefined,CPT4,Invalid,Non-standard,164
4022011,116024005,Thoracoscopic biopsy of pleura,Procedure,SNOMED,Valid,Standard,164
4141206,426100003,Ultrasound scan of left hip,Procedure,SNOMED,Valid,Standard,164
4309043,83748007,Excision of sacral pressure injury with primary suture,Procedure,SNOMED,Valid,Standard,163
4171183,49230008,Endoscopy of esophagus,Procedure,SNOMED,Valid,Standard,163
4137682,425848005,Ultrasound scan of buttock,Procedure,SNOMED,Valid,Standard,163
2111114,67904,"Repair of blepharoptosis; (tarso) levator resection or advancement, external approach",Undefined,CPT4,Invalid,Non-standard,163
2107775,35372,"Thromboendarterectomy, including patch graft, if performed; deep (profunda) femoral",Undefined,CPT4,Invalid,Non-standard,163
2103017,20999,"Unlisted procedure, musculoskeletal system, general",Undefined,CPT4,Invalid,Non-standard,163
2101952,11306,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm",Undefined,CPT4,Invalid,Non-standard,163
2104917,27244,"Treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with plate/screw type implant, with or without cerclage",Undefined,CPT4,Invalid,Non-standard,162
4333768,432337008,Fine needle aspiration of breast using ultrasound guidance,Procedure,SNOMED,Valid,Standard,162
4180248,52052004,Rehabilitation therapy,Procedure,SNOMED,Valid,Standard,331
4230260,438415006,Trans-arterial hepatic radioembolization using yttrium-90 microspheres,Procedure,SNOMED,Valid,Standard,162
2105407,27818,Closed treatment of trimalleolar ankle fracture; with manipulation,Undefined,CPT4,Invalid,Non-standard,161
4091735,252612003,Palatopharyngoplasty,Procedure,SNOMED,Valid,Standard,161
4144095,34931002,Major thoracotomy with open intrapleural pneumonolysis,Procedure,SNOMED,Valid,Non-standard,161
42742516,32669,"Thoracoscopy, surgical; with removal of a single lung segment (segmentectomy)",Undefined,CPT4,Invalid,Non-standard,161
42742520,32673,"Thoracoscopy, surgical; with resection of thymus, unilateral or bilateral",Undefined,CPT4,Invalid,Non-standard,161
4304557,419080000,X-ray of ring finger,Procedure,SNOMED,Valid,Non-standard,161
4314001,86259008,Biopsy of liver,Procedure,SNOMED,Valid,Standard,161
2211436,72270,"Myelography, 2 or more regions (eg, lumbar/thoracic, cervical/thoracic, lumbar/cervical, lumbar/thoracic/cervical), radiological supervision and interpretation",Undefined,CPT4,Invalid,Non-standard,160
4019096,116144002,Total abdominal hysterectomy with bilateral salpingo-oophorectomy,Procedure,SNOMED,Valid,Standard,160
927088,33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological superv...",Undefined,CPT4,Invalid,Non-standard,160
4197191,432811002,Insertion of stent using fluoroscopic guidance,Procedure,SNOMED,Valid,Standard,159
4065590,21619009,Permanent tracheostomy,Procedure,SNOMED,Valid,Standard,159
2107283,33647,"Repair of atrial septal defect and ventricular septal defect, with direct or patch closure",Undefined,CPT4,Invalid,Non-standard,159
4300496,387834003,Exploration of scrotum,Procedure,SNOMED,Valid,Standard,159
2108227,36582,"Replacement, complete, of a tunneled centrally inserted central venous access device, with subcutaneous port, through same venous access",Undefined,CPT4,Invalid,Non-standard,158
2105550,28120,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); talus or calcaneus",Undefined,CPT4,Invalid,Non-standard,158
2314222,96405,"Chemotherapy administration; intralesional, up to and including 7 lesions",Undefined,CPT4,Invalid,Non-standard,158
4263722,46142005,Blepharoplasty of upper eyelid,Procedure,SNOMED,Valid,Standard,158
4032774,14671001,Thoracoscopy,Procedure,SNOMED,Valid,Standard,158
4082700,241590005,CT myelogram of cervical region,Procedure,SNOMED,Valid,Standard,158
4297090,386053000,Evaluation procedure,Procedure,SNOMED,Valid,Standard,784
4320774,7001008,Incision of lingual frenum,Procedure,SNOMED,Valid,Standard,158
927090,36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the inser...",Undefined,CPT4,Invalid,Non-standard,158
2104694,26770,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia",Undefined,CPT4,Invalid,Non-standard,157
2102460,15823,"Blepharoplasty, upper eyelid; with excessive skin weighting down lid",Undefined,CPT4,Invalid,Non-standard,157
4062063,16992002,Osteopathic manipulation,Procedure,SNOMED,Valid,Standard,160
4081734,240983003,Reconstruction with local flap,Procedure,SNOMED,Valid,Standard,157
4241448,58204008,Annuloplasty,Procedure,SNOMED,Valid,Standard,157
42628655,0437T,"Implantation of non-biologic or synthetic implant (eg, polypropylene) for fascial reinforcement of the abdominal wall (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,157
927078,11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion",Undefined,CPT4,Invalid,Non-standard,157
2514420,99251,"Inpatient consultation for a new or established patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care w... (Dep...",Undefined,CPT4,Invalid,Non-standard,156
2514435,99283,"Emergency department visit for the evaluation and management of a patient, which requires a medically appropriate history and/or examination and low level of medical decision making",Undefined,CPT4,Invalid,Non-standard,156
4312757,86169007,Injection of anesthetic agent into sphenopalatine ganglion,Procedure,SNOMED,Valid,Standard,159
37109321,410341000119103,CT of left foot with contrast,Procedure,SNOMED,Valid,Standard,156
2103418,22015,"Incision and drainage, open, of deep abscess (subfascial), posterior spine; lumbar, sacral, or lumbosacral",Undefined,CPT4,Invalid,Non-standard,155
2108843,42999,"Unlisted procedure, pharynx, adenoids, or tonsils",Undefined,CPT4,Invalid,Non-standard,155
40487350,446297008,Lithotripsy using laser,Procedure,SNOMED,Valid,Standard,155
2103041,21045,Excision of malignant tumor of mandible; radical resection,Undefined,CPT4,Invalid,Non-standard,154
2211342,70541,"Magnetic resonance angiography, head and/or neck, with or without contrast material(s) (Deprecated)",Undefined,CPT4,Invalid,Non-standard,154
40481426,443373005,Debridement by high pressure irrigation,Procedure,SNOMED,Valid,Standard,154
36713223,410351000119101,CT of right foot with contrast,Procedure,SNOMED,Valid,Standard,154
36713260,486261000119109,"Plain X-ray of chest, posteroanterior",Procedure,SNOMED,Valid,Standard,154
927098,76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion",Undefined,CPT4,Invalid,Non-standard,154
2105664,28308,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; other than first metatarsal, each",Undefined,CPT4,Invalid,Non-standard,153
40489396,448307005,Diffusion tractography,Procedure,SNOMED,Valid,Standard,153
4080960,182700002,Excision of nail,Procedure,SNOMED,Valid,Standard,153
4265498,61436009,Psychoanalysis,Procedure,SNOMED,Valid,Standard,153
43527894,33363,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; open axillary artery approach,Undefined,CPT4,Invalid,Non-standard,153
43527924,36221,"Non-selective catheter placement, thoracic aorta, with angiography of the extracranial carotid, vertebral, and/or intracranial vessels, unilateral or bilateral, and all associated radiological supervision and interpretation, includes angiography o...",Undefined,CPT4,Invalid,Non-standard,153
759706,93242,External electrocardiographic recording for more than 48 hours up to 7 days by continuous rhythm recording and storage; recording (includes connection and initial recording),Undefined,CPT4,Invalid,Non-standard,153
3655720,866231008,CT guided spinal injection,Procedure,SNOMED,Valid,Standard,152
2109249,46260,"Hemorrhoidectomy, internal and external, 2 or more columns/groups",Undefined,CPT4,Invalid,Non-standard,152
4105083,25570002,Endoscopy of nose,Procedure,SNOMED,Valid,Standard,153
36713073,16560241000119104,Oral radionuclide therapy,Procedure,SNOMED,Valid,Standard,169
4303967,419306001,Fluoroscopic fistulography with contrast,Procedure,SNOMED,Valid,Standard,152
42627936,50433,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access",Undefined,CPT4,Invalid,Non-standard,152
40756932,24071,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous; 3 cm or greater",Undefined,CPT4,Invalid,Non-standard,152
40479315,442992005,CT guided percutaneous drainage of abscess of retroperitoneum,Procedure,SNOMED,Valid,Standard,151
4055629,19589009,Radiography of mandible,Procedure,SNOMED,Valid,Non-standard,151
4184917,54368003,Superficial inguinofemoral lymphadenectomy including Cloquet's node,Procedure,SNOMED,Valid,Standard,151
2100814,00500,Anesthesia for all procedures on esophagus,Undefined,CPT4,Invalid,Non-standard,150
2108053,35907,Excision of infected graft; abdomen,Undefined,CPT4,Invalid,Non-standard,150
4121858,257830002,Percutaneous fixation using screw,Procedure,SNOMED,Valid,Standard,150
4287640,397544007,Complicated cataract surgery,Procedure,SNOMED,Valid,Standard,150
2103333,21470,"Open treatment of complicated mandibular fracture by multiple surgical approaches including internal fixation, interdental fixation, and/or wiring of dentures or splints",Undefined,CPT4,Invalid,Non-standard,149
2107213,33507,"Repair of anomalous (eg, intramural) aortic origin of coronary artery by unroofing or translocation",Undefined,CPT4,Invalid,Non-standard,149
2109399,48102,"Biopsy of pancreas, percutaneous needle",Undefined,CPT4,Invalid,Non-standard,149
4331963,431849000,MRI of brachial plexus with contrast,Procedure,SNOMED,Valid,Standard,149
4074687,177784006,Decortication of lung,Procedure,SNOMED,Valid,Standard,149
4209151,56060000,Repair of musculotendinous cuff of shoulder,Procedure,SNOMED,Valid,Standard,149
4235811,439728005,Administration of radiopharmaceutical agent via intraarterial route,Procedure,SNOMED,Valid,Standard,149
42535614,4861000087100,CT of bilateral femurs with contrast,Procedure,SNOMED,Valid,Standard,149
42736596,36535,"Removal of implantable venous access device, and/or subcutaneous reservoir (Deprecated)",Undefined,CPT4,Invalid,Non-standard,149
4059905,19961003,Orthodontic cephalogram,Procedure,SNOMED,Valid,Non-standard,149
2104951,27299,"Unlisted procedure, pelvis or hip joint",Undefined,CPT4,Invalid,Non-standard,148
2109973,54520,"Orchiectomy, simple (including subcapsular), with or without testicular prosthesis, scrotal or inguinal approach",Undefined,CPT4,Invalid,Non-standard,148
2109099,44377,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with biopsy, single or multiple",Undefined,CPT4,Invalid,Non-standard,148
2105284,27650,"Repair, primary, open or percutaneous, ruptured Achilles tendon",Undefined,CPT4,Invalid,Non-standard,148
2103356,21555,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous; less than 3 cm",Undefined,CPT4,Invalid,Non-standard,148
2103361,21615,Excision first and/or cervical rib,Undefined,CPT4,Invalid,Non-standard,148
4080760,24026006,Intra-abdominal venous shunt,Procedure,SNOMED,Valid,Standard,148
42742493,20527,"Injection, enzyme (eg, collagenase), palmar fascial cord (ie, Dupuytren's contracture)",Undefined,CPT4,Invalid,Non-standard,148
42737564,76096,"Mammographic guidance for needle placement, breast (eg, for wire localization or for injection), each lesion, radiological supervision and interpretation (Deprecated)",Undefined,CPT4,Invalid,Non-standard,148
42628232,47533,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; external",Undefined,CPT4,Invalid,Non-standard,148
710023,95708,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, each increment of 12-26 hours; unmonitored",Undefined,CPT4,Invalid,Non-standard,148
40757001,43282,"Laparoscopy, surgical, repair of paraesophageal hernia, includes fundoplasty, when performed; with implantation of mesh",Undefined,CPT4,Invalid,Non-standard,148
4054559,2119009,Repair of blood vessel,Procedure,SNOMED,Valid,Standard,148
2105164,27510,"Closed treatment of femoral fracture, distal end, medial or lateral condyle, with manipulation",Undefined,CPT4,Invalid,Non-standard,147
2107761,35355,"Thromboendarterectomy, including patch graft, if performed; iliofemoral",Undefined,CPT4,Invalid,Non-standard,147
42628606,50434,"Convert nephrostomy catheter to nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and inter...",Undefined,CPT4,Invalid,Non-standard,147
710036,95721,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 36 hours, ...",Undefined,CPT4,Invalid,Non-standard,147
4282469,67116005,Tracheoplasty by cervical approach,Procedure,SNOMED,Valid,Standard,147
4279469,66363008,Irrigation of ear,Procedure,SNOMED,Valid,Standard,147
4284252,67358002,Thrombectomy of lower limb artery,Procedure,SNOMED,Valid,Standard,147
4029418,238212008,Repair of abdominal wall,Procedure,SNOMED,Valid,Non-standard,147
4013505,112978005,Incision of abdominal wall,Procedure,SNOMED,Valid,Standard,147
1781302,XW033F5,"Introduction of Other New Technology Therapeutic Substance into Peripheral Vein, Percutaneous Approach, New Technology Group 5",ICD10PCS,ICD10PCS,Valid,Standard,146
2105244,27610,"Arthrotomy, ankle, including exploration, drainage, or removal of foreign body",Undefined,CPT4,Invalid,Non-standard,146
2110330,59841,"Induced abortion, by dilation and evacuation",Undefined,CPT4,Invalid,Non-standard,146
37153387,1217321007,Injection of trigger point,Procedure,SNOMED,Valid,Standard,166
42628505,80306,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; read by instrument assisted direct optical observation (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation ...",Undefined,CPT4,Invalid,Non-standard,146
4143795,265736004,Through knee amputation,Procedure,SNOMED,Valid,Standard,146
4175142,48756007,Removal of foreign body from gum,Procedure,SNOMED,Valid,Standard,146
4227270,87618002,Acetabuloplasty with resection of femoral head,Procedure,SNOMED,Valid,Standard,146
2104072,25031,"Incision and drainage, forearm and/or wrist; bursa",Undefined,CPT4,Invalid,Non-standard,145
2105390,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,Undefined,CPT4,Invalid,Non-standard,145
4003875,119954001,Adenoid excision,Procedure,SNOMED,Valid,Standard,145
40756954,33983,"Replacement of ventricular assist device pump(s); implantable intracorporeal, single ventricle, with cardiopulmonary bypass",Undefined,CPT4,Invalid,Non-standard,145
4082984,241615005,MRI of breast,Procedure,SNOMED,Valid,Standard,203
42740827,90774,"Therapeutic, prophylactic or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug (Deprecated)",Undefined,CPT4,Invalid,Non-standard,145
4332525,430270007,Ablation using ultrasound guidance,Procedure,SNOMED,Valid,Standard,145
43531089,608785007,Open reduction of fracture of radius and ulna with internal fixation,Procedure,SNOMED,Valid,Standard,145
40756831,0232T,"Injection(s), platelet rich plasma, any site, including image guidance, harvesting and preparation when performed",Undefined,CPT4,Invalid,Non-standard,144
4227424,88365004,Lumbosacral myelography,Procedure,SNOMED,Valid,Non-standard,144
44816375,19082,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; each additional lesion, including stereotactic guidance (List separately...",Undefined,CPT4,Invalid,Non-standard,144
2102535,15936,"Excision, sacral pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure",Undefined,CPT4,Invalid,Non-standard,143
2107738,35281,Repair blood vessel with graft other than vein; intra-abdominal,Undefined,CPT4,Invalid,Non-standard,143
2107496,33970,"Insertion of intra-aortic balloon assist device through the femoral artery, open approach",Undefined,CPT4,Invalid,Non-standard,143
2102493,15837,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); forearm or hand",Undefined,CPT4,Invalid,Non-standard,143
2101798,01936,Anesthesia for percutaneous image guided procedures on the spine and spinal cord; therapeutic (Deprecated),Undefined,CPT4,Invalid,Non-standard,143
2101637,01230,Anesthesia for open procedures involving upper two-thirds of femur; not otherwise specified,Undefined,CPT4,Invalid,Non-standard,143
2108960,43610,"Excision, local; ulcer or benign tumor of stomach",Undefined,CPT4,Invalid,Non-standard,143
4016804,104075000,Transfusion medicine service,Procedure,SNOMED,Valid,Non-standard,28513
42627999,99155,Moderate sedation services provided by a physician or other qualified health care professional other than the physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports; initia...,Undefined,CPT4,Invalid,Non-standard,143
2108363,37251,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; each additional vessel (List separately in addition to code for primary procedure) (Deprecated),Undefined,CPT4,Invalid,Non-standard,142
42627888,31573,"Laryngoscopy, flexible; with therapeutic injection(s) (eg, chemodenervation agent or corticosteroid, injected percutaneous, transoral, or via endoscope channel), unilateral",Undefined,CPT4,Invalid,Non-standard,142
4012922,112762000,Open iliotibial fasciotomy,Procedure,SNOMED,Valid,Standard,142
4125319,235458006,Exploration of liver transplant,Procedure,SNOMED,Valid,Standard,142
42628018,36903,"Introduction of needle(s) and/or catheter(s), dialysis circuit, with diagnostic angiography of the dialysis circuit, including all direct puncture(s) and catheter placement(s), injection(s) of contrast, all necessary imaging from the arterial anas...",Undefined,CPT4,Invalid,Non-standard,142
46257509,33272,Removal of subcutaneous implantable defibrillator electrode,Undefined,CPT4,Invalid,Non-standard,142
2100961,00794,"Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; pancreatectomy, partial or total (eg, Whipple procedure)",Undefined,CPT4,Invalid,Non-standard,141
2101989,11443,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 2.1 to 3.0 cm",Undefined,CPT4,Invalid,Non-standard,141
2102036,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",Undefined,CPT4,Invalid,Non-standard,141
2111022,67015,"Aspiration or release of vitreous, subretinal or choroidal fluid, pars plana approach (posterior sclerotomy)",Undefined,CPT4,Invalid,Non-standard,141
4031777,10848006,Removal of peritoneal dialysis catheter,Procedure,SNOMED,Valid,Standard,141
40485969,446014007,Endoscopy of upper gastrointestinal tract and dilation of esophageal stricture,Procedure,SNOMED,Valid,Standard,141
45771078,700071009,Insertion of anal seton,Procedure,SNOMED,Valid,Standard,153
2108962,43620,"Gastrectomy, total; with esophagoenterostomy",Undefined,CPT4,Invalid,Non-standard,140
2314146,95934,"H-reflex, amplitude and latency study; record gastrocnemius/soleus muscle (Deprecated)",Undefined,CPT4,Invalid,Non-standard,140
37117126,2231000087101,MRI of left femur,Procedure,SNOMED,Valid,Standard,140
4040979,16608009,Endoscopy of lung,Procedure,SNOMED,Valid,Non-standard,140
40757135,37230,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed",Undefined,CPT4,Invalid,Non-standard,140
4139608,32733009,"Ventriculocisternostomy, third ventricle, stereotactic method",Procedure,SNOMED,Valid,Standard,140
4265478,61322003,"Strapping of shoulder, Velpeau type",Procedure,SNOMED,Valid,Standard,140
4297295,76668005,Administration of diphtheria vaccine,Procedure,SNOMED,Valid,Non-standard,140
2110941,65730,Keratoplasty (corneal transplant); penetrating (except in aphakia or pseudophakia),Undefined,CPT4,Invalid,Non-standard,139
2102558,15999,"Unlisted procedure, excision pressure ulcer",Undefined,CPT4,Invalid,Non-standard,139
